category,status,mls_number,price,listing_class,property_type,address,city,zip,area,bedrooms,full_baths,half_baths,hoa_monthly
withdrawn,WITHDRAWN,2523871,"$549,900",CONDO/TOWNHOUSE,Condo,2180 Waterview Dr.,North Myrtle Beach,29582,10C North Myrtle Beach Area--Barefoot Resort,3,3,0,"$1,240"
withdrawn,WITHDRAWN,2600385,"$550,000",RESIDENTIAL,Detached,962 Henry James Dr.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,3,1,$84
withdrawn,WITHDRAWN,2524292,"$560,000",RESIDENTIAL,Detached,260 Hull St.,Surfside Beach,29575,28A Surfside Area--Surfside Triangle 544 to Glenns Bay,3,2,1,$125
withdrawn,WITHDRAWN,2602785,"$565,700",RESIDENTIAL,Detached,1206 Coneflower Way,North Myrtle Beach,29582,11F North Myrtle Beach Area--between Hwy 17 and waterway,3,2,0,$315
withdrawn,WITHDRAWN,2529325,"$573,900",RESIDENTIAL,Detached,3274 Moss Bridge Ln.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,5,3,0,$150
withdrawn,WITHDRAWN,2524680,"$577,000",RESIDENTIAL,Detached,2654 Great Scott Dr.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,5,3,0,$107
withdrawn,WITHDRAWN,2601983,"$581,900",RESIDENTIAL,Detached,4648 Kates Bay Hwy.,Conway,29527,22A Conway Area--Southwest side of Conway between 378 and 701,4,3,0,$0
withdrawn,WITHDRAWN,2518033,"$584,500",RESIDENTIAL,Detached,855 Waterton Ave.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,5,3,1,$106
withdrawn,WITHDRAWN,2523266,"$588,135",RESIDENTIAL,Detached,2277 Hazel Way,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,3,0,$341
withdrawn,WITHDRAWN,2601045,"$594,900",RESIDENTIAL,Detached with HPR,1352 Littleleaf Loop,North Myrtle Beach,29582,11F North Myrtle Beach Area--between Hwy 17 and waterway,3,3,0,$315
withdrawn,WITHDRAWN,2521508,"$599,999",CONDO/TOWNHOUSE,Condo,9994 Beach Club Dr.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,3,3,0,"$1,840"
withdrawn,WITHDRAWN,2528821,"$625,000",RESIDENTIAL,Detached with HPR,2700 Kashton Dr.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,3,2,1,$185
withdrawn,WITHDRAWN,2601630,"$629,900",RESIDENTIAL,Detached,381 Saint Ives Rd.,Longs,29568,07A Loris to Longs Area--South of 9 between Loris & Longs,5,3,0,$0
withdrawn,WITHDRAWN,2601533,"$630,000",CONDO/TOWNHOUSE,Condo,1819 N Ocean Blvd.,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,3,3,0,$922
withdrawn,WITHDRAWN,2523156,"$639,000",MULTI-FAMILY,Triplex,2104 Perrin Dr.,North Myrtle Beach,29582,11C North Myrtle Beach Area--Crescent Beach,,,,
withdrawn,WITHDRAWN,2527453,"$639,997",RESIDENTIAL,Detached,808 Maltby Alley,Myrtle Beach,29588,19A Myrtle Beach Area--Socastee,5,3,1,$125
withdrawn,WITHDRAWN,2607967,"$645,000",CONDO/TOWNHOUSE,Condo,1990 N Waccamaw Dr.,Garden City Beach,29576,27A Garden City Mainland & Pennisula,2,2,0,$895
withdrawn,WITHDRAWN,2513245,"$661,559",RESIDENTIAL,Detached,5460 Huntington Marsh Rd.,Murrells Inlet,29576,40A Murrells Inlet - Georgetown County,4,3,1,$50
withdrawn,WITHDRAWN,2601986,"$662,750",RESIDENTIAL,Detached,4620 Kates Bay Hwy.,Conway,29527,22A Conway Area--Southwest side of Conway between 378 and 701,5,4,0,$0
withdrawn,WITHDRAWN,2600892,"$664,000",RESIDENTIAL,Semi-Detached,535 Mary Lou Ave.,Murrells Inlet,29576,40A Murrells Inlet - Georgetown County,3,3,0,$0
withdrawn,WITHDRAWN,2516838,"$670,260",RESIDENTIAL,Detached,4012 Viola Loop,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,3,1,$110
withdrawn,WITHDRAWN,2510112,"$675,000",RESIDENTIAL,Detached,968 Shipmaster Ave.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,5,4,1,$106
withdrawn,WITHDRAWN,2604056,"$685,000",RESIDENTIAL,Detached,960 Longwood Bluffs Circle,Murrells Inlet,29576,27B Murrells Inlet - Horry County,3,2,1,$99
withdrawn,WITHDRAWN,2520249,"$689,000",MULTI-FAMILY,Duplex,6703 Bryant St.,Myrtle Beach,29572,16D Myrtle Beach Area--48th Ave N to 79th Ave N,,,,
withdrawn,WITHDRAWN,2524523,"$689,000",RESIDENTIAL,Detached,987 Shipmaster Ave.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,2,1,$106
withdrawn,WITHDRAWN,2517831,"$699,900",LAND,Acreage,TBD Dukes Rd.,Conway,29526,08A Loris to Conway Area--South of Loris above Rt 22,,,,
withdrawn,WITHDRAWN,2526080,"$704,900",RESIDENTIAL,Detached,6376 Cascata Dr.,Myrtle Beach,29572,16D Myrtle Beach Area--48th Ave N to 79th Ave N,4,2,0,$379
withdrawn,WITHDRAWN,2601452,"$734,000",RESIDENTIAL,Detached,168 Starlit Way,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,3,2,1,$150
withdrawn,WITHDRAWN,2520990,"$739,900",RESIDENTIAL,Detached,222 Highway 471,Conway,29526,14A Conway Area--Northern edge of Conway South of Rt 22,4,4,1,$0
withdrawn,WITHDRAWN,2509588,"$745,999",MULTI-FAMILY,Apartments,603 30th Ave. S,Atlantic Beach,29582,11D North Myrtle Beach Area--Atlantic Beach,,,,
withdrawn,WITHDRAWN,2601378,"$749,000",RESIDENTIAL,Detached,5752 Whitebark Dr.,Myrtle Beach,29577,16D Myrtle Beach Area--48th Ave N to 79th Ave N,5,3,1,$96
withdrawn,WITHDRAWN,2520069,"$749,000",RESIDENTIAL,Detached,5070 South First St.,Murrells Inlet,29576,40A Murrells Inlet - Georgetown County,4,3,0,$0
withdrawn,WITHDRAWN,2600277,"$749,000",RESIDENTIAL,Detached,5807 Haskell Circle,Myrtle Beach,29577,16D Myrtle Beach Area--48th Ave N to 79th Ave N,5,2,1,$0
withdrawn,WITHDRAWN,2526909,"$750,000",RESIDENTIAL,Detached,1957 24th Ave. N,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,3,3,0,$0
withdrawn,WITHDRAWN,2608078,"$750,000",CONDO/TOWNHOUSE,Condo,8560 Queensway Blvd.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,2,2,0,"$1,124"
withdrawn,WITHDRAWN,2526321,"$759,900",RESIDENTIAL,Detached with HPR,4835 Cantor Ct.,North Myrtle Beach,29582,11E North Myrtle Beach Area--Windy Hill,3,3,1,$737
withdrawn,WITHDRAWN,2606683,"$774,900",RESIDENTIAL,Detached,1021 Gravelley Gulley Circle,Conway,29526,23A Conway Area--South of Conway between 501 & Wacc. River,3,2,0,$0
withdrawn,WITHDRAWN,2603649,"$775,000",LAND,Commercial Lot - Sale,408 28th Ave. N,Myrtle Beach,29577,16F Myrtle Beach Area--10th Ave N to 29th Ave N,,,,
withdrawn,WITHDRAWN,2603657,"$775,000",LAND,Commercial Lot - Sale,406 28th Ave. N,Myrtle Beach,29577,16F Myrtle Beach Area--10th Ave N to 29th Ave N,,,,
withdrawn,WITHDRAWN,2603655,"$775,000",LAND,Commercial Lot - Sale,410 28th Ave. N,Myrtle Beach,29577,16F Myrtle Beach Area--10th Ave N to 29th Ave N,,,,
withdrawn,WITHDRAWN,2526895,"$799,000",RESIDENTIAL,Detached,707 Thomas Ave.,North Myrtle Beach,29582,11F North Myrtle Beach Area--between Hwy 17 and waterway,5,4,1,$0
withdrawn,WITHDRAWN,2510846,"$799,000",LAND,Acreage,TBD Powell Rd.,Green Sea,29545,01A Loris Area--West of Loris & North of HWY 9,,,,
withdrawn,WITHDRAWN,2506196,"$799,000",CONDO/TOWNHOUSE,Condo,8500 Margate Circle,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,3,3,0,"$1,690"
withdrawn,WITHDRAWN,2526011,"$799,000",CONDO/TOWNHOUSE,Condo,9650 Shore Dr.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,2,2,0,"$1,014"
withdrawn,WITHDRAWN,2606067,"$799,000",LAND,Residential Lot,2903 S Ocean Blvd.,North Myrtle Beach,29582,11D North Myrtle Beach Area--Atlantic Beach,,,,
withdrawn,WITHDRAWN,2420053,"$799,900",RESIDENTIAL,Detached,1100 Maccoa Dr.,Conway,29526,10B Myrtle Beach Area--Carolina Forest,5,4,0,$135
withdrawn,WITHDRAWN,2603746,"$800,000",RESIDENTIAL,Detached,301B Flagg St.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,4,3,1,$0
withdrawn,WITHDRAWN,2524785,"$814,000",RESIDENTIAL,Detached,8488 Cape Dutch Loop,Myrtle Beach,29572,16C Myrtle Beach Area--79th Ave N to Dunes Cove,3,2,0,$258
withdrawn,WITHDRAWN,2523772,"$814,900",MULTI-FAMILY,Apartments,411 Cambridge Circle,Murrells Inlet,29576,28C Garden City Extension to merging of 17 Business & Bypass,,,,
withdrawn,WITHDRAWN,2525709,"$815,000",RESIDENTIAL,Detached,206 30th Ave. N,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,6,4,0,$0
withdrawn,WITHDRAWN,2420150,"$824,900",RESIDENTIAL,Detached,1012 Maccoa Dr.,Conway,29526,10B Myrtle Beach Area--Carolina Forest,5,4,0,$135
withdrawn,WITHDRAWN,2515563,"$899,900",MULTI-FAMILY,Quad,304 1st Ave. N,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,,,,
withdrawn,WITHDRAWN,2428603,"$899,900",RESIDENTIAL,Detached,1017 Muscovy Pl.,Conway,29526,10B Myrtle Beach Area--Carolina Forest,5,4,0,$135
withdrawn,WITHDRAWN,2509222,"$930,000",RESIDENTIAL,Detached,573 Starlit Way,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,3,1,$150
withdrawn,WITHDRAWN,2503420,"$950,000",LAND,Acreage,TBD Daphane Dr.,Loris,29569,09B Conway to Longs Area--Between Rt. 905 & Waccamaw River,,,,
withdrawn,WITHDRAWN,2503421,"$950,000",COMMERCIAL/INDUSTRIAL,Special Use,TBD Daphane Dr.,Loris,29569,09B Conway to Longs Area--Between Rt. 905 & Waccamaw River,,,,
withdrawn,WITHDRAWN,2514342,"$950,000",RESIDENTIAL,Detached,1342 Highway 90,Conway,29526,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,3,2,0,$0
withdrawn,WITHDRAWN,2527885,"$999,000",RESIDENTIAL,Detached,11051 Lee Circle,Murrells Inlet,29576,27B Murrells Inlet - Horry County,4,3,0,$0
withdrawn,WITHDRAWN,2600506,"$1,024,930",RESIDENTIAL,Detached,226 Atlantic Breeze St.,Myrtle Beach,29572,16C Myrtle Beach Area--79th Ave N to Dunes Cove,5,3,1,$295
withdrawn,WITHDRAWN,2505049,"$1,099,000",RESIDENTIAL,Detached,214 2nd Ave. S,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,7,4,0,$0
withdrawn,WITHDRAWN,2515290,"$1,100,000",RESIDENTIAL,Detached,487 Trestle Way,Conway,29526,15A Conway Area--East edge of Conway south of Old Reaves Ferry Rd.,4,4,2,$93
withdrawn,WITHDRAWN,2527294,"$1,100,000",RESIDENTIAL,Detached,222 9th Ave. S,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,4,3,0,$0
withdrawn,WITHDRAWN,2603058,"$1,180,000",COMMERCIAL/INDUSTRIAL,Retail,3612 S Ocean Blvd.,North Myrtle Beach,29582,11E North Myrtle Beach Area--Windy Hill,,,,
withdrawn,WITHDRAWN,2528732,"$1,199,000",RESIDENTIAL,Detached with HPR,550 Olde Mill Dr.,North Myrtle Beach,29582,11E North Myrtle Beach Area--Windy Hill,4,4,1,$898
withdrawn,WITHDRAWN,2517667,"$1,199,000",MULTI-FAMILY,Apartments,614 N 37th Ave. N,Myrtle Beach,29577,16E Myrtle Beach Area--29th Ave N to 48th Ave N,,,,
withdrawn,WITHDRAWN,2526801,"$1,400,000",RESIDENTIAL,Detached,11051 Lee Circle,Murrells Inlet,29576,27B Murrells Inlet - Horry County,5,6,1,$0
withdrawn,WITHDRAWN,2525561,"$1,449,900",MULTI-FAMILY,Other,306 6th Ave. N,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,,,,
withdrawn,WITHDRAWN,2528030,"$1,475,000",RESIDENTIAL,Detached,871 Redwolf Trail,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,5,3,1,$100
withdrawn,WITHDRAWN,2604267,"$1,599,900",RESIDENTIAL,Detached,5515 Porcher Ave.,Myrtle Beach,29577,16D Myrtle Beach Area--48th Ave N to 79th Ave N,4,3,1,$0
withdrawn,WITHDRAWN,2522612,"$1,799,000",LAND,Farm,tbd Highway 9,Green Sea,29545,01A Loris Area--West of Loris & North of HWY 9,,,,
withdrawn,WITHDRAWN,2602021,"$1,815,000",MULTI-FAMILY,Duplex,118 A&B N Yaupon Dr.,Surfside Beach,29575,29A Surfside Beach--East of 17 & north of Surfside Drive,,,,
withdrawn,WITHDRAWN,2607069,"$1,899,000",COMMERCIAL/INDUSTRIAL,Office,3802 S Ocean Blvd.,North Myrtle Beach,29582,11E North Myrtle Beach Area--Windy Hill,,,,
withdrawn,WITHDRAWN,2522431,"$1,899,999",RESIDENTIAL,Detached,106 Edward Ave.,Murrells Inlet,29576,40A Murrells Inlet - Georgetown County,4,3,1,$0
withdrawn,WITHDRAWN,2507308,"$1,999,888",LAND,Multi-Family Lot,Mill Pond Rd.,Conway,29526,21A Conway central between 501 & 701 / north of 501,,,,
withdrawn,WITHDRAWN,2507307,"$1,999,888",LAND,Commercial Lot - Sale,TBD Mill Pond Rd.,Conway,29526,21A Conway central between 501 & 701 / north of 501,,,,
withdrawn,WITHDRAWN,2528798,"$2,200,000",LAND,Acreage,712 Highway 45,Loris,29569,01A Loris Area--West of Loris & North of HWY 9,,,,
withdrawn,WITHDRAWN,2513263,"$2,300,000",RESIDENTIAL,Detached,852 Waterton Ave.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,5,6,0,$105
withdrawn,WITHDRAWN,2600483,"$2,390,000",RESIDENTIAL,Detached,1674 Malaga Circle,Myrtle Beach,29579,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,4,2,$344
withdrawn,WITHDRAWN,2529784,"$2,490,000",RESIDENTIAL,Detached,131 John T Ct.,Little River,29566,04B Little River Area--North of Hwy 9,3,2,1,$0
withdrawn,WITHDRAWN,1524260,"$2,500,000",LAND,Commercial Lot - Sale,TBD Highway 17 Business,Murrells Inlet,29576,40A Murrells Inlet - Georgetown County,,,,
withdrawn,WITHDRAWN,2525497,"$2,999,000",LAND,Acreage,Highway 45,Loris,29569,08A Loris to Conway Area--South of Loris above Rt 22,,,,
withdrawn,WITHDRAWN,2526787,"$3,000,000",LAND,Commercial Lot - Lease,TBD Highway 90,Longs,29568,09A Conway to Longs Area--Between Rt. 90 & Waccamaw River,,,,
withdrawn,WITHDRAWN,2528701,"$4,200,000",LAND,Acreage,Hwy 66 Hewitt Rd.,Loris,29569,03B Loris to Longs Area--North of 9 between Loris & Longs,,,,
withdrawn,WITHDRAWN,2219807,"$4,499,900",LAND,Residential Lot,205 N Ocean Blvd.,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,,,,
