category,status,mls_number,price,listing_class,property_type,address,city,zip,area,bedrooms,full_baths,half_baths,hoa_monthly
expired,EXPIRED,2520722,"$136,400",CONDO/TOWNHOUSE,Condo,1850 Colony Dr.,Surfside Beach,29575,28A Surfside Area--Surfside Triangle 544 to Glenns Bay,1,1,0,$324
expired,EXPIRED,2522237,"$137,750",CONDO/TOWNHOUSE,Condo,1095 West Plantation Dr.,Little River,29566,04B Little River Area--North of Hwy 9,1,2,0,$346
expired,EXPIRED,2523563,"$137,900",CONDO/TOWNHOUSE,Condo,201 74th Ave. N,Myrtle Beach,29572,16D Myrtle Beach Area--48th Ave N to 79th Ave N,Efficiency,1,0,$798
expired,EXPIRED,2518424,"$139,000",RESIDENTIAL,Manufactured Leased Land,911 Old Magnolia Dr.,Conway,29526,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,4,2,0,$0
expired,EXPIRED,2523842,"$139,900",CONDO/TOWNHOUSE,Condo,1501 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,1,1,1,"$1,135"
expired,EXPIRED,2521620,"$143,900",CONDO/TOWNHOUSE,Condo,7500 N Ocean Blvd.,Myrtle Beach,29572,16D Myrtle Beach Area--48th Ave N to 79th Ave N,1,1,1,$370
expired,EXPIRED,2526571,"$149,900",CONDO/TOWNHOUSE,Condo,2001 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,1,1,0,$902
expired,EXPIRED,2528018,"$149,900",CONDO/TOWNHOUSE,Condo,4173 Hibiscus Dr.,Little River,29566,04B Little River Area--North of Hwy 9,1,1,1,$507
expired,EXPIRED,2511713,"$155,500",CONDO/TOWNHOUSE,Condo,1100 Possum Trot Rd.,North Myrtle Beach,29582,11F North Myrtle Beach Area--between Hwy 17 and waterway,1,1,1,$515
expired,EXPIRED,2521895,"$165,000",CONDO/TOWNHOUSE,Condo,4420 East Port Blvd.,Little River,29566,04B Little River Area--North of Hwy 9,2,2,0,$436
expired,EXPIRED,2524181,"$169,000",RESIDENTIAL,Manufactured Leased Land,3173 Moon Shadow Ln.,Murrells Inlet,29576,28C Garden City Extension to merging of 17 Business & Bypass,2,2,0,$0
expired,EXPIRED,2603170,"$169,900",RESIDENTIAL,Manufactured Leased Land,2705 Capricorn Dr.,Myrtle Beach,29575,16J Myrtle Beach Area--includes Prestwick & Lakewood,3,2,0,$0
expired,EXPIRED,2521567,"$175,000",CONDO/TOWNHOUSE,Condo,1105 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,1,1,0,"$1,327"
expired,EXPIRED,2509439,"$178,899",CONDO/TOWNHOUSE,Condo,7200 N Ocean Blvd.,Myrtle Beach,29577,16D Myrtle Beach Area--48th Ave N to 79th Ave N,1,1,0,$748
expired,EXPIRED,2522653,"$185,000",CONDO/TOWNHOUSE,Condo,613 Waterway Village Blvd,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,2,2,0,$408
expired,EXPIRED,2523705,"$185,000",CONDO/TOWNHOUSE,Condo,6000 N Ocean Blvd.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,2,2,0,"$1,456"
expired,EXPIRED,2522994,"$189,000",CONDO/TOWNHOUSE,Condo,6900 N Ocean Blvd.,Myrtle Beach,29572,16D Myrtle Beach Area--48th Ave N to 79th Ave N,1,1,0,$898
expired,EXPIRED,2525595,"$192,999",CONDO/TOWNHOUSE,Condo,6900 N Ocean Blvd.,Myrtle Beach,29572,16D Myrtle Beach Area--48th Ave N to 79th Ave N,Efficiency,1,0,$674
expired,EXPIRED,2523637,"$199,900",CONDO/TOWNHOUSE,Condo,149 Ella Kinley Circle,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,1,1,0,$317
expired,EXPIRED,2528513,"$199,900",CONDO/TOWNHOUSE,Condo,5038 Belleglen Ct.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,3,2,0,$466
expired,EXPIRED,2521291,"$200,000",CONDO/TOWNHOUSE,Condo,4800 Ocean Blvd. S,North Myrtle Beach,29582,11E North Myrtle Beach Area--Windy Hill,1,1,0,$781
expired,EXPIRED,2509672,"$204,900",CONDO/TOWNHOUSE,Condo,4416 Eastport Blvd.,Little River,29566,04B Little River Area--North of Hwy 9,2,2,0,$505
expired,EXPIRED,2600148,"$207,900",CONDO/TOWNHOUSE,Townhouse,405 S 13th Ave.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,2,1,1,$202
expired,EXPIRED,2600012,"$208,000",CONDO/TOWNHOUSE,Condo,5523 North Ocean Blvd.,Myrtle Beach,29577,16D Myrtle Beach Area--48th Ave N to 79th Ave N,1,1,0,"$1,011"
expired,EXPIRED,2522281,"$214,999",RESIDENTIAL,Manufactured with Land,1011 Weslin Creek Dr.,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,4,2,0,$19
expired,EXPIRED,2523531,"$215,000",CONDO/TOWNHOUSE,Condo,215 Atlantic Ave.,Garden City Beach,29576,27A Garden City Mainland & Pennisula,2,1,0,$624
expired,EXPIRED,2605485,"$219,900",RESIDENTIAL,Detached,813 Benchmade Rd.,Conway,29527,21A Conway central between 501 & 701 / north of 501,3,2,0,$27
expired,EXPIRED,2526393,"$229,500",CONDO/TOWNHOUSE,Townhouse,1212 Blueback Herring Way,Conway,29526,21A Conway central between 501 & 701 / north of 501,3,3,0,$170
expired,EXPIRED,2524159,"$238,000",CONDO/TOWNHOUSE,Condo,2181 Clearwater Dr.,Surfside Beach,29575,28B Surfside Area-Glensbay to GC Connector,3,2,0,$448
expired,EXPIRED,2523413,"$239,900",RESIDENTIAL,Detached,2452 Summerhaven Loop,Conway,29527,20A Conway Area--West edge of Conway between 501 & 378,3,2,0,$45
expired,EXPIRED,2604002,"$248,900",RESIDENTIAL,Detached,884 Freestyle Ct.,Longs,29568,07A Loris to Longs Area--South of 9 between Loris & Longs,3,2,0,$63
expired,EXPIRED,2523175,"$249,900",RESIDENTIAL,Semi-Detached,4233 Rivergate Ln.,Little River,29566,04B Little River Area--North of Hwy 9,2,2,0,$312
expired,EXPIRED,2522756,"$250,000",LAND,Acreage,TBD Fries Bay Rd.,Loris,29569,03B Loris to Longs Area--North of 9 between Loris & Longs,,,,
expired,EXPIRED,2324395,"$255,000",CONDO/TOWNHOUSE,Condo,6305 N Ocean Blvd.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,2,1,1,$584
expired,EXPIRED,2512250,"$259,900",RESIDENTIAL,Manufactured Leased Land,6001 - 1805 S Kings Hwy.,Myrtle Beach,29575,16J Myrtle Beach Area--includes Prestwick & Lakewood,2,1,0,$0
expired,EXPIRED,2522593,"$264,900",CONDO/TOWNHOUSE,Condo,106 Birch N Coppice Dr.,Surfside Beach,29575,28A Surfside Area--Surfside Triangle 544 to Glenns Bay,3,2,0,$423
expired,EXPIRED,2600095,"$267,000",CONDO/TOWNHOUSE,Condo,214 Maison Dr.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,2,2,0,$595
expired,EXPIRED,2528511,"$269,000",CONDO/TOWNHOUSE,Condo,2805 N Ocean Blvd.,Myrtle Beach,29577,16F Myrtle Beach Area--10th Ave N to 29th Ave N,2,2,0,$430
expired,EXPIRED,2417325,"$269,500",CONDO/TOWNHOUSE,Condo,201 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,1,1,0,$949
expired,EXPIRED,2504404,"$273,500",RESIDENTIAL,Detached,9514 Leeds Circle,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,2,2,0,$75
expired,EXPIRED,2509264,"$274,990",RESIDENTIAL,Detached,1106 Cherrystone Loop,Conway,29526,08A Loris to Conway Area--South of Loris above Rt 22,3,2,0,$34
expired,EXPIRED,2522810,"$276,000",CONDO/TOWNHOUSE,Condo,156 Machrie Loop,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,3,2,1,$449
expired,EXPIRED,2529587,"$279,900",CONDO/TOWNHOUSE,Condo,172 Ella Kinley Circle,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,3,2,0,$408
expired,EXPIRED,2600961,"$279,900",CONDO/TOWNHOUSE,Condo,180 Rothbury Circle,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,2,2,0,"$1,030"
expired,EXPIRED,2523066,"$289,000",CONDO/TOWNHOUSE,Condo,4812 Magnolia Lake Dr.,Myrtle Beach,29577,16D Myrtle Beach Area--48th Ave N to 79th Ave N,3,2,0,$428
expired,EXPIRED,2529733,"$295,000",CONDO/TOWNHOUSE,Condo,147 Stonewall Circle,Longs,29568,03B Loris to Longs Area--North of 9 between Loris & Longs,3,2,0,$598
expired,EXPIRED,2529142,"$299,000",RESIDENTIAL,Detached,618 Wintercreeper Dr.,Longs,29568,09A Conway to Longs Area--Between Rt. 90 & Waccamaw River,3,2,0,$63
expired,EXPIRED,2515817,"$309,000",RESIDENTIAL,Manufactured Leased Land,469 Sandpebble Dr.,Surfside Beach,29575,27A Garden City Mainland & Pennisula,3,2,0,$376
expired,EXPIRED,2523729,"$310,000",RESIDENTIAL,Detached,115 Hickory Dr.,Conway,29526,23A Conway Area--South of Conway between 501 & Wacc. River,3,2,0,$95
expired,EXPIRED,2523295,"$314,999",RESIDENTIAL,Detached,1704 Sherwood Dr.,Conway,29526,21C Conway central between Long Ave & 905 / north of 501,3,2,0,$0
expired,EXPIRED,2522621,"$317,950",CONDO/TOWNHOUSE,Condo,4895 Luster Leaf Circle,Myrtle Beach,29577,16D Myrtle Beach Area--48th Ave N to 79th Ave N,3,2,0,$428
expired,EXPIRED,2522972,"$319,000",RESIDENTIAL,Detached,2653 Monaca Dr.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,3,2,0,$80
expired,EXPIRED,2525219,"$319,900",RESIDENTIAL,Detached,281 Sugar Mill Loop,Myrtle Beach,29588,24A Myrtle Beach Area--south of 501 between West Ferry & Burcale,4,2,1,$80
expired,EXPIRED,2518383,"$324,990",RESIDENTIAL,Detached,997 Cherrystone Loop,Conway,29526,08A Loris to Conway Area--South of Loris above Rt 22,4,3,0,$34
expired,EXPIRED,2521551,"$337,900",RESIDENTIAL,Detached,3068 Sweetpine Ln.,Conway,29527,21E Conway central--East edge of Conway / north & south of 501,3,2,0,$0
expired,EXPIRED,2517087,"$339,000",RESIDENTIAL,Manufactured Leased Land,465 Sandpebble Dr.,Surfside Beach,29575,27A Garden City Mainland & Pennisula,2,2,0,$376
expired,EXPIRED,2518072,"$345,000",RESIDENTIAL,Detached,809 Marlin Ct.,Murrells Inlet,29576,27A Garden City Mainland & Pennisula,3,2,0,$48
expired,EXPIRED,2523004,"$355,000",RESIDENTIAL,Detached,7420 Springside Dr.,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,4,2,0,$0
expired,EXPIRED,2527922,"$359,900",CONDO/TOWNHOUSE,Condo,2405 S Ocean Blvd.,North Myrtle Beach,29582,11C North Myrtle Beach Area--Crescent Beach,2,2,0,$434
expired,EXPIRED,2602581,"$359,900",CONDO/TOWNHOUSE,Condo,1011 S Ocean Blvd.,Surfside Beach,29575,29B Surfside Beach--East of 17 and south of Surfside Drive,2,2,0,$817
expired,EXPIRED,2519778,"$369,000",RESIDENTIAL,Detached,380 Emery Oak Dr.,Murrells Inlet,29576,27B Murrells Inlet - Horry County,4,2,1,$101
expired,EXPIRED,2523777,"$369,900",CONDO/TOWNHOUSE,Condo,340 N Waccamaw Dr.,Murrells Inlet,29576,27A Garden City Mainland & Pennisula,2,2,0,$500
expired,EXPIRED,2524010,"$374,900",CONDO/TOWNHOUSE,Condo,9820 Queensway Blvd.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,2,2,0,"$1,063"
expired,EXPIRED,2508518,"$384,999",CONDO/TOWNHOUSE,Condo,9540 Shore Dr.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,2,2,0,$350
expired,EXPIRED,2524846,"$389,000",RESIDENTIAL,Detached,515 Meadowgrass Ct.,Myrtle Beach,29579,26B Myrtle Beach Area--north of Bay Rd between Wacc. River & 707,5,3,1,$60
expired,EXPIRED,2604431,"$397,900",RESIDENTIAL,Detached,508 61st Ave. N,Myrtle Beach,29577,16D Myrtle Beach Area--48th Ave N to 79th Ave N,3,2,0,$0
expired,EXPIRED,2521938,"$399,900",CONDO/TOWNHOUSE,Condo,5507 N Ocean Blvd.,Myrtle Beach,29577,16D Myrtle Beach Area--48th Ave N to 79th Ave N,2,2,0,$608
expired,EXPIRED,2526570,"$425,000",CONDO/TOWNHOUSE,Condo,2711 S Ocean Blvd.,North Myrtle Beach,29582,11C North Myrtle Beach Area--Crescent Beach,2,2,0,"$1,009"
expired,EXPIRED,2507050,"$430,000",CONDO/TOWNHOUSE,Condo,107 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,2,2,0,"$1,372"
expired,EXPIRED,2524554,"$450,000",RESIDENTIAL,Detached,4605 Hickory Holt Rd.,Galivants Ferry,29544,12A Aynor Area--North of Aynor below Hwy 917,3,4,1,$0
expired,EXPIRED,2523959,"$465,000",RESIDENTIAL,Detached,104 Kettering Way,Little River,29566,04A Little River Area--South of Hwy 9,4,3,0,$40
expired,EXPIRED,2526364,"$465,000",CONDO/TOWNHOUSE,Condo,4440 Nassau Ct.,Little River,29566,04B Little River Area--North of Hwy 9,3,3,0,$880
expired,EXPIRED,2524442,"$485,000",RESIDENTIAL,Detached,416 Seneca River Rd.,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,4,3,0,$34
expired,EXPIRED,2520218,"$495,000",LAND,Acreage,TBD Grainloyd Rd.,Galivants Ferry,29544,17A Aynor Area--central includes city of Aynor,,,,
expired,EXPIRED,2603147,"$499,999",RESIDENTIAL,Detached,418 Cabo Loop,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,4,2,1,$97
expired,EXPIRED,2528438,"$519,500",CONDO/TOWNHOUSE,Condo,6108 N Ocean Blvd.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,3,3,0,$907
expired,EXPIRED,2524595,"$549,000",RESIDENTIAL,Detached,915 Saluda River Rd.,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,5,3,1,$54
expired,EXPIRED,2407184,"$550,000",LAND,Acreage,TBD 4.48 acres Highway 501,Conway,29526,23A Conway Area--South of Conway between 501 & Wacc. River,,,,
expired,EXPIRED,2508171,"$559,900",CONDO/TOWNHOUSE,Condo,2013 S Ocean Blvd.,North Myrtle Beach,29582,11C North Myrtle Beach Area--Crescent Beach,3,2,0,$659
expired,EXPIRED,2523784,"$599,000",RESIDENTIAL,Detached,411 36th Ave. N,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,4,2,0,$0
expired,EXPIRED,2515208,"$600,000",RESIDENTIAL,Detached,2428 Park St.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,5,4,0,$0
expired,EXPIRED,2515225,"$600,000",RESIDENTIAL,Detached,2426 Park St.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,5,4,0,$0
expired,EXPIRED,2318920,"$675,000",LAND,Commercial Lot - Sale,- Highway 707,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,,,,
expired,EXPIRED,2522958,"$675,000",RESIDENTIAL,Detached,9617 Sandpiper Ct.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,3,2,0,$201
expired,EXPIRED,2524065,"$675,000",RESIDENTIAL,Detached,513 Hillside Dr. S,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,3,2,1,$0
expired,EXPIRED,2428203,"$679,900",RESIDENTIAL,Detached,1017 Tarpon Pond Rd.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,4,3,1,$107
expired,EXPIRED,2422623,"$699,000",LAND,Commercial Lot - Sale,TBD Highway 319,Conway,29526,14A Conway Area--Northern edge of Conway South of Rt 22,,,,
expired,EXPIRED,2524039,"$699,990",MULTI-FAMILY,Duplex,404 34th Ave. S,North Myrtle Beach,29582,11C North Myrtle Beach Area--Crescent Beach,,,,
expired,EXPIRED,2516537,"$700,000",RESIDENTIAL,Detached,1712 26th Ave. N,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,3,2,1,$0
expired,EXPIRED,2516539,"$700,000",RESIDENTIAL,Detached,1716 26th Ave. N,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,3,2,1,$0
expired,EXPIRED,2515660,"$740,000",RESIDENTIAL,Detached,1718 26th Ave. N,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,3,2,1,$0
expired,EXPIRED,2522886,"$769,000",MULTI-FAMILY,Triplex,413 30th Ave. N,Myrtle Beach,29577,16E Myrtle Beach Area--29th Ave N to 48th Ave N,,,,
expired,EXPIRED,2523487,"$769,000",RESIDENTIAL,Detached,413 30th Ave. N,Myrtle Beach,29577,16E Myrtle Beach Area--29th Ave N to 48th Ave N,4,4,0,$0
expired,EXPIRED,2523492,"$769,000",COMMERCIAL/INDUSTRIAL,Hospitality,413 30th Ave. N,Myrtle Beach,29577,16E Myrtle Beach Area--29th Ave N to 48th Ave N,,,,
expired,EXPIRED,2523912,"$775,000",LAND,Commercial Lot - Sale,1377 Highway 501,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,,,,
expired,EXPIRED,2510116,"$799,000",LAND,Commercial Lot - Sale,341 N Highway 701,Loris,29569,02A Loris Area--central includes city of Loris,,,,
expired,EXPIRED,2523006,"$850,000",RESIDENTIAL,Detached,914 Bluffview Dr.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,3,0,$154
expired,EXPIRED,2508170,"$895,000",LAND,Commercial Lot - Sale,2410 Highway 501,Conway,29526,18A Conway Area--North edge of Conway between 701 & 501,,,,
expired,EXPIRED,2521370,"$899,900",RESIDENTIAL,Detached,115 Green Lake Dr.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,5,4,1,$0
expired,EXPIRED,2517624,"$999,900",RESIDENTIAL,Detached,684 Waterbridge Blvd.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,5,4,1,$150
expired,EXPIRED,2522406,"$1,130,000",RESIDENTIAL,Detached,2131 Timmerman Rd.,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,4,3,1,$170
expired,EXPIRED,2523011,"$1,274,900",RESIDENTIAL,Detached,816 Waterton Ave.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,4,4,1,$105
expired,EXPIRED,2521761,"$1,475,000",RESIDENTIAL,Detached,901 Clubhouse Dr.,North Myrtle Beach,29582,11F North Myrtle Beach Area--between Hwy 17 and waterway,3,3,0,$110
expired,EXPIRED,2514507,"$1,700,000",RESIDENTIAL,Detached,337 St. Julian Ln.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,5,5,1,$148
expired,EXPIRED,2522922,"$2,200,000",MULTI-FAMILY,Apartments,141 & 145 Colonial Circle,Murrells Inlet,29576,27B Murrells Inlet - Horry County,,,,
expired,EXPIRED,2524683,"$2,400,000",RESIDENTIAL,Detached,527 Mount Gilead Rd.,Murrells Inlet,29576,27B Murrells Inlet - Horry County,6,4,0,$0
expired,EXPIRED,2428771,"$2,499,900",LAND,Commercial Lot - Sale,TBD Highway 15,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,,,,
expired,EXPIRED,2508068,"$2,499,900",LAND,Multi-Family Lot,TBD Highway 15,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,,,,
expired,EXPIRED,2514734,"$3,999,900",COMMERCIAL/INDUSTRIAL,Hospitality,1900 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,,,,
price_change,ACTIVE,2608406,"$1,200",RENTAL,Condo,4150 Horseshoe Rd.,Little River,29566,04B Little River Area--North of Hwy 9,2,1,1,
price_change,ACTIVE,2604606,"$2,100",RENTAL,Detached,1114 Temple St.,Conway,29526,21D Conway central between 501& 9th Ave / south of 501,4,2,0,
price_change,RENTED,2605176,"$2,400",RENTAL,Townhouse,4088 Fairway Lakes Dr.,Myrtle Beach,29577,16E Myrtle Beach Area--29th Ave N to 48th Ave N,3,3,0,
price_change,ACTIVE,2604607,"$2,800",RENTAL,Detached,2730 Cultra Rd.,Conway,29526,18A Conway Area--North edge of Conway between 701 & 501,4,2,1,
price_change,ACTIVE,2603323,"$2,900",RENTAL,Detached,109 Lac Courte,Myrtle Beach,29579,24B Myrtle Beach Area-- south of 501 between Burcale & waterway,4,3,0,
price_change,ACTIVE,2605606,"$2,950",RENTAL,Detached,2053 Ainsley Dr.,Little River,29566,04B Little River Area--North of Hwy 9,5,3,1,
price_change,ACTIVE,2522368,"$3,550",RENTAL,Detached,8196 Forest Edge Dr.,Myrtle Beach,29579,24A Myrtle Beach Area--south of 501 between West Ferry & Burcale,5,2,1,
price_change,ACTIVE,2604172,"$29,900",CONDO/TOWNHOUSE,Condo,5001 Little River Rd.,Myrtle Beach,29577,16D Myrtle Beach Area--48th Ave N to 79th Ave N,1,1,0,"$1,659"
price_change,ACTIVE,2605201,"$44,900",CONDO/TOWNHOUSE,Condo,1207 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,Efficiency,1,0,$639
price_change,ACTIVE,2604012,"$50,000",LAND,Residential Lot,Highway 19,Loris,29569,02A Loris Area--central includes city of Loris,,,,
price_change,ACTIVE,2604013,"$50,000",LAND,Residential Lot,Highway 19,Loris,29569,02A Loris Area--central includes city of Loris,,,,
price_change,ACTIVE,2604014,"$50,000",LAND,Residential Lot,Highway 19,Loris,29569,02A Loris Area--central includes city of Loris,,,,
price_change,ACTIVE,2604018,"$50,000",LAND,Residential Lot,Highway 19,Loris,29569,02A Loris Area--central includes city of Loris,,,,
price_change,ACTIVE,2606893,"$54,900",RESIDENTIAL,Manufactured Leased Land,5216 Hendricks Short-Cut Rd.,Conway,29527,22A Conway Area--Southwest side of Conway between 378 and 701,3,2,0,$0
price_change,ACTIVE,2604015,"$55,000",LAND,Residential Lot,Highway 19,Loris,29569,02A Loris Area--central includes city of Loris,,,,
price_change,ACTIVE,2604016,"$55,000",LAND,Residential Lot,Highway 19,Loris,29569,02A Loris Area--central includes city of Loris,,,,
price_change,ACTIVE,2604017,"$55,000",LAND,Residential Lot,Highway 19,Loris,29569,02A Loris Area--central includes city of Loris,,,,
price_change,ACTIVE,2602544,"$55,000",LAND,Residential Lot,Sunset Dr.,Conway,29526,18A Conway Area--North edge of Conway between 701 & 501,,,,
price_change,ACTIVE,2605615,"$59,500",CONDO/TOWNHOUSE,Condo,1207 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,Efficiency,1,0,$639
