category,status,mls_number,price,listing_class,property_type,address,city,zip,area,bedrooms,full_baths,half_baths,hoa_monthly
price_change,ACTIVE,2526493,"$69,000",CONDO/TOWNHOUSE,Condo,1105 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,Efficiency,1,0,$833
price_change,ACTIVE,2601340,"$69,900",CONDO/TOWNHOUSE,Condo,1205 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,Efficiency,1,0,$639
price_change,ACTIVE,2423404,"$85,000",CONDO/TOWNHOUSE,Condo,6803 N Ocean Blvd.,Myrtle Beach,29572,16D Myrtle Beach Area--48th Ave N to 79th Ave N,Efficiency,1,0,"$1,105"
price_change,ACTIVE,2522069,"$85,000",RESIDENTIAL,Manufactured Leased Land,528 Folly Estates Dr.,Myrtle Beach,29588,19A Myrtle Beach Area--Socastee,3,2,0,$0
price_change,ACTIVE,2606497,"$89,900",CONDO/TOWNHOUSE,Condo,1105 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,1,1,0,"$1,327"
price_change,ACTIVE,2604880,"$93,000",CONDO/TOWNHOUSE,Condo,1105 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,1,1,0,"$1,343"
price_change,ACTIVE,2527083,"$99,999",CONDO/TOWNHOUSE,Condo,4206 Pinehurst Circle,Little River,29566,04B Little River Area--North of Hwy 9,Efficiency,1,0,$329
price_change,ACTIVE,2501941,"$105,000",CONDO/TOWNHOUSE,Condo,2207 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,Efficiency,1,0,$582
price_change,ACTIVE,2606527,"$107,500",RESIDENTIAL,Manufactured Leased Land,803 Parkway Dr.,North Myrtle Beach,29582,11F North Myrtle Beach Area--between Hwy 17 and waterway,3,2,0,$0
price_change,ACTIVE,2524621,"$114,000",CONDO/TOWNHOUSE,Condo,1240 White Tree Ln.,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,1,1,0,$343
price_change,ACTIVE,2523768,"$114,900",CONDO/TOWNHOUSE,Condo,9550 Shore Dr.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,Efficiency,1,0,$399
price_change,ACTIVE,2526738,"$119,990",CONDO/TOWNHOUSE,Condo,201 74th Ave. N,Myrtle Beach,29572,16D Myrtle Beach Area--48th Ave N to 79th Ave N,Efficiency,1,0,$865
price_change,ACTIVE,2600477,"$124,997",RESIDENTIAL,Manufactured Leased Land,525 Folly Estates Dr.,Myrtle Beach,29588,19A Myrtle Beach Area--Socastee,3,2,0,$0
price_change,ACTIVE,2600832,"$139,000",CONDO/TOWNHOUSE,Condo,7100 N Ocean Blvd.,Myrtle Beach,29572,16D Myrtle Beach Area--48th Ave N to 79th Ave N,Efficiency,1,0,$937
price_change,ACTIVE,2505184,"$144,900",CONDO/TOWNHOUSE,Condo,415 Ocean Creek Blvd.,Myrtle Beach,29572,16A Myrtle Beach Area--Briarcliffe,1,1,0,$534
price_change,ACTIVE,2607712,"$144,999",CONDO/TOWNHOUSE,Condo,1860 Auburn Ln.,Surfside Beach,29575,28A Surfside Area--Surfside Triangle 544 to Glenns Bay,Efficiency,1,0,$348
price_change,ACTIVE,2601624,"$149,900",CONDO/TOWNHOUSE,Condo,3700 Golf Colony Lane,Little River,29566,04B Little River Area--North of Hwy 9,2,2,0,$326
price_change,ACTIVE,2519195,"$150,000",CONDO/TOWNHOUSE,Condo,4238 Pinehurst Circle,Little River,29566,04B Little River Area--North of Hwy 9,2,2,0,$484
price_change,ACTIVE,2604364,"$150,000",CONDO/TOWNHOUSE,Condo,6000 N Ocean Blvd.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,2,2,0,"$1,456"
price_change,ACTIVE,2605289,"$154,000",RESIDENTIAL,Manufactured Leased Land,123 Shetland Woods Dr.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,3,2,0,$0
price_change,ACTIVE,2525672,"$155,000",RESIDENTIAL,Manufactured with Land,264 Iroquis Trail,Longs,29568,07A Loris to Longs Area--South of 9 between Loris & Longs,3,2,0,$87
price_change,ACTIVE,2509526,"$157,000",CONDO/TOWNHOUSE,Condo,1200 N Ocean Blvd. N,Myrtle Beach,29577,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Efficiency,1,0,"$1,053"
price_change,ACTIVE,2606035,"$162,000",CONDO/TOWNHOUSE,Condo,3015 Old Bryan Dr.,Myrtle Beach,29577,16E Myrtle Beach Area--29th Ave N to 48th Ave N,2,1,0,$460
price_change,ACTIVE,2605208,"$164,900",CONDO/TOWNHOUSE,Townhouse,775 Plantation Dr.,Little River,29566,04B Little River Area--North of Hwy 9,2,2,1,$207
price_change,ACTIVE,2521786,"$174,900",CONDO/TOWNHOUSE,Condo,3015 Old Bryan Dr.,Myrtle Beach,29577,16E Myrtle Beach Area--29th Ave N to 48th Ave N,2,2,0,$450
price_change,ACTIVE,2500260,"$175,000",CONDO/TOWNHOUSE,Condo,400 20th Ave. N,Myrtle Beach,29577,16F Myrtle Beach Area--10th Ave N to 29th Ave N,1,1,0,$591
price_change,ACTIVE,2527164,"$180,500",CONDO/TOWNHOUSE,Condo,4234 Pinehurst Circle,Little River,29566,04B Little River Area--North of Hwy 9,2,2,0,$484
price_change,ACTIVE,2603570,"$183,000",CONDO/TOWNHOUSE,Condo,4445 Kingsport Rd.,Little River,29566,04B Little River Area--North of Hwy 9,1,2,0,$516
price_change,ACTIVE,2600251,"$184,500",CONDO/TOWNHOUSE,Townhouse,837 Triple Ct.,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,2,2,1,$263
price_change,ACTIVE,2602104,"$184,900",CONDO/TOWNHOUSE,Condo,2710 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,2,1,1,$687
price_change,ACTIVE,2603304,"$185,000",CONDO/TOWNHOUSE,Townhouse,1047 Pinwheel Loop,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,2,2,1,$325
price_change,ACTIVE,2606347,"$199,900",CONDO/TOWNHOUSE,Townhouse,217 N Myrtle St.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,2,1,1,$0
price_change,ACTIVE,2522143,"$200,000",CONDO/TOWNHOUSE,Condo,816 9th Ave. S,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,2,2,1,$460
price_change,ACTIVE,2520260,"$200,000",RESIDENTIAL,Manufactured Leased Land,25 Ocean Reef Ln.,Murrells Inlet,29576,28C Garden City Extension to merging of 17 Business & Bypass,3,2,0,$0
price_change,ACTIVE,2525044,"$201,900",CONDO/TOWNHOUSE,Condo,1196 River Oaks Dr.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,3,2,0,$417
price_change,ACTIVE,2525174,"$204,000",CONDO/TOWNHOUSE,Condo,4679 Wild Iris Dr.,Myrtle Beach,29577,16E Myrtle Beach Area--29th Ave N to 48th Ave N,2,2,0,$418
price_change,ACTIVE,2600450,"$205,000",CONDO/TOWNHOUSE,Condo,2504 N Ocean Blvd.,Myrtle Beach,29577,16F Myrtle Beach Area--10th Ave N to 29th Ave N,1,1,0,$726
price_change,ACTIVE,2604976,"$205,000",CONDO/TOWNHOUSE,Townhouse,190 Olde Towne Way,Myrtle Beach,29588,19A Myrtle Beach Area--Socastee,3,3,0,$410
price_change,ACTIVE,2418480,"$210,000",CONDO/TOWNHOUSE,Condo,4917 Twin Pond Ct.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,3,2,0,$584
price_change,ACTIVE,2512176,"$212,000",CONDO/TOWNHOUSE,Condo,9400 Shore Dr.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,2,2,0,$979
price_change,ACTIVE,2600753,"$214,900",RESIDENTIAL,Detached,6554 Laguna Point,Myrtle Beach,29588,26A Myrtle Beach Area--south of 544 & west of 17 bypass M.I. Horry County,2,1,0,$95
price_change,ACTIVE,2602557,"$214,900",CONDO/TOWNHOUSE,Condo,3835 Masters Ct.,Myrtle Beach,29577,16E Myrtle Beach Area--29th Ave N to 48th Ave N,2,2,0,$557
price_change,SOLD-CO-OP BY CCAR MEMBER,2603718,"$215,000",CONDO/TOWNHOUSE,Townhouse,1229 Blueback Herring Way,Conway,29526,21A Conway central between 501 & 701 / north of 501,3,3,0,$170
price_change,ACTIVE,2606718,"$219,900",RESIDENTIAL,Manufactured with Land,6595 Breezewood Blvd.,Myrtle Beach,29588,24A Myrtle Beach Area--south of 501 between West Ferry & Burcale,3,2,0,$62
price_change,ACTIVE,2517263,"$219,900",CONDO/TOWNHOUSE,Condo,342 Kiskadee Loop,Conway,29526,10B Myrtle Beach Area--Carolina Forest,3,3,0,$472
price_change,ACTIVE,2608081,"$219,990",RESIDENTIAL,Detached,475 Castillo Dr.,Loris,29569,07A Loris to Longs Area--South of 9 between Loris & Longs,3,2,0,$55
price_change,ACTIVE,2607612,"$219,990",RESIDENTIAL,Detached,125 Admiral St,Conway,29526,18A Conway Area--North edge of Conway between 701 & 501,3,2,0,$62
price_change,ACTIVE,2529119,"$224,900",CONDO/TOWNHOUSE,Condo,423 Mahogany Dr.,Murrells Inlet,29576,27B Murrells Inlet - Horry County,3,2,0,$472
price_change,ACTIVE,2606296,"$224,900",CONDO/TOWNHOUSE,Condo,1058 Sea Mountain Hwy.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,2,2,0,$567
price_change,ACTIVE,2606378,"$224,999",RESIDENTIAL,Detached,505 Whitebark St.,Longs,29568,07A Loris to Longs Area--South of 9 between Loris & Longs,3,2,0,$16
price_change,ACTIVE,2604589,"$225,000",CONDO/TOWNHOUSE,Condo,7100 N Ocean Blvd.,Myrtle Beach,29572,16D Myrtle Beach Area--48th Ave N to 79th Ave N,1,1,0,$936
price_change,ACTIVE,2605742,"$227,000",RESIDENTIAL,Manufactured Leased Land,2096 Dipper,Surfside Beach,29575,27A Garden City Mainland & Pennisula,2,1,0,$0
price_change,ACTIVE,2606915,"$228,600",RESIDENTIAL,Detached,191 Birchwood Dr.,Longs,29568,07A Loris to Longs Area--South of 9 between Loris & Longs,4,2,0,$120
price_change,ACTIVE,2527307,"$229,000",CONDO/TOWNHOUSE,Condo,4622 Greenbriar Dr.,Little River,29566,04B Little River Area--North of Hwy 9,2,2,0,$447
price_change,ACTIVE,2602583,"$229,900",CONDO/TOWNHOUSE,Condo,351 Lake Arrowhead Rd.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,2,2,0,$530
price_change,ACTIVE,2607954,"$232,700",RESIDENTIAL,Detached,178 Birchwood Dr.,Longs,29568,07A Loris to Longs Area--South of 9 between Loris & Longs,3,2,0,$120
price_change,ACTIVE,2607987,"$233,900",RESIDENTIAL,Detached,1205 King Oaks Loop,Conway,29526,21B Conway central between 701 & Long Ave / north of 501,3,2,0,$119
price_change,ACTIVE,2606113,"$235,000",CONDO/TOWNHOUSE,Townhouse,1127 Blueback Herring Way,Conway,29526,21A Conway central between 501 & 701 / north of 501,3,3,0,$170
price_change,ACTIVE,2525873,"$237,500",CONDO/TOWNHOUSE,Condo,6015 Catalina Dr.,North Myrtle Beach,29582,10C North Myrtle Beach Area--Barefoot Resort,2,2,0,$573
price_change,ACTIVE,2522319,"$239,990",CONDO/TOWNHOUSE,Townhouse,735 Ebb Tide Rd.,Little River,29566,04A Little River Area--South of Hwy 9,2,2,0,$342
price_change,ACTIVE,2607807,"$239,990",RESIDENTIAL,Detached,704 Huelva St,Loris,29569,07A Loris to Longs Area--South of 9 between Loris & Longs,3,2,0,$55
price_change,PEND. CNTGT. ON FINANCING,2605331,"$240,000",CONDO/TOWNHOUSE,Townhouse,419 Myrtle Meadows Dr,Conway,29526,23A Conway Area--South of Conway between 501 & Wacc. River,3,2,1,$161
price_change,ACTIVE,2521955,"$241,500",CONDO/TOWNHOUSE,Condo,2007 S Ocean Blvd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,1,1,0,$869
price_change,ACTIVE,2602080,"$242,880",CONDO/TOWNHOUSE,Townhouse,423 Gemstone Blvd,Conway,29526,23A Conway Area--South of Conway between 501 & Wacc. River,3,2,1,$100
price_change,ACTIVE,2529590,"$244,500",RESIDENTIAL,Detached,143 Heath Dr.,Longs,29568,07A Loris to Longs Area--South of 9 between Loris & Longs,3,2,0,$22
price_change,ACTIVE,2527611,"$244,900",CONDO/TOWNHOUSE,Condo,4891 Luster Leaf Circle,Myrtle Beach,29577,16D Myrtle Beach Area--48th Ave N to 79th Ave N,2,2,0,$334
price_change,ACTIVE,2604505,"$244,900",CONDO/TOWNHOUSE,Condo,901 West Port Dr.,North Myrtle Beach,29582,11F North Myrtle Beach Area--between Hwy 17 and waterway,2,2,0,$465
price_change,ACTIVE,2527564,"$248,500",RESIDENTIAL,Detached,127 Heath Dr.,Longs,29568,07A Loris to Longs Area--South of 9 between Loris & Longs,3,2,0,$22
price_change,ACTIVE,2606823,"$248,990",RESIDENTIAL,Detached,1021 Lauryn Oak Loop,Longs,29568,03B Loris to Longs Area--North of 9 between Loris & Longs,3,2,0,$95
price_change,ACTIVE,2601100,"$249,000",RESIDENTIAL,Detached,1897 Heritage Rd.,Loris,29569,02A Loris Area--central includes city of Loris,3,2,0,$0
price_change,ACTIVE,2511676,"$249,000",CONDO/TOWNHOUSE,Condo,601 Hillside Dr.,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,2,2,0,$413
price_change,ACTIVE,2600222,"$249,900",RESIDENTIAL,Detached,409 Coco Plum Ct.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,3,2,1,$16
price_change,ACTIVE,2601956,"$249,900",RESIDENTIAL,Manufactured with Land,2949 Dossies Rd.,Conway,29526,14A Conway Area--Northern edge of Conway South of Rt 22,4,2,0,$0
price_change,ACTIVE,2528037,"$254,900",CONDO/TOWNHOUSE,Condo,5001 N Ocean Blvd.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,2,2,0,$750
price_change,ACTIVE,2527204,"$257,000",CONDO/TOWNHOUSE,Condo,1100 Commons Blvd.,Myrtle Beach,29572,16A Myrtle Beach Area--Briarcliffe,3,2,0,$608
price_change,ACTIVE,2529434,"$259,000",RESIDENTIAL,Detached,1362 Midtown Village Dr.,Conway,29526,21A Conway central between 501 & 701 / north of 501,4,2,0,$195
price_change,ACTIVE,2523598,"$259,500",CONDO/TOWNHOUSE,Condo,180 Rothbury Ct.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,2,2,0,"$1,046"
price_change,ACTIVE,2602540,"$259,500",CONDO/TOWNHOUSE,Condo,2006 N Ocean Blvd.,Myrtle Beach,29577,16F Myrtle Beach Area--10th Ave N to 29th Ave N,1,1,0,$883
price_change,ACTIVE,2605535,"$259,900",RESIDENTIAL,Detached,206 Carver Willow Dr.,Loris,29569,03B Loris to Longs Area--North of 9 between Loris & Longs,3,2,0,$90
price_change,ACTIVE,2524322,"$259,900",CONDO/TOWNHOUSE,Condo,2004 N Ocean Blvd.,Myrtle Beach,29577,16F Myrtle Beach Area--10th Ave N to 29th Ave N,1,1,0,$882
price_change,ACTIVE,2513256,"$259,900",RESIDENTIAL,Detached,4639 Mandi Ave.,Little River,29566,04A Little River Area--South of Hwy 9,3,2,0,$33
price_change,ACTIVE,2607952,"$261,000",RESIDENTIAL,Detached,165 Birchwood Dr.,Longs,29568,07A Loris to Longs Area--South of 9 between Loris & Longs,4,2,1,$120
price_change,ACTIVE,2604404,"$261,035",RESIDENTIAL,Detached,921 Farmers Passage Loop,Loris,29569,03B Loris to Longs Area--North of 9 between Loris & Longs,3,2,0,$90
price_change,ACTIVE,2600420,"$264,490",RESIDENTIAL,Detached,304 Azimuth Dr,Conway,29526,18A Conway Area--North edge of Conway between 701 & 501,3,2,0,$62
price_change,PEND. CNTGT. ON FINANCING,2605369,"$265,000",RESIDENTIAL,Detached,508 Silver Pidgeon St,Aynor,29511,13A Aynor Area--North of Rt 22 & West of 410,3,2,0,$72
price_change,ACTIVE,2606127,"$265,000",CONDO/TOWNHOUSE,Townhouse,210 25th Ave. S,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,2,2,1,$50
price_change,ACTIVE,2606389,"$269,000",RESIDENTIAL,Detached,713 Kennoway Ct.,Myrtle Beach,29579,24A Myrtle Beach Area--south of 501 between West Ferry & Burcale,3,2,0,$60
price_change,ACTIVE,2605062,"$269,900",RESIDENTIAL,Detached,1028 Manassas Dr.,Conway,29526,21C Conway central between Long Ave & 905 / north of 501,3,2,0,$190
price_change,ACTIVE,2600989,"$269,900",RESIDENTIAL,Detached,305 Watson St.,Conway,29527,21E Conway central--East edge of Conway / north & south of 501,3,2,0,$0
price_change,ACTIVE,2525306,"$269,900",CONDO/TOWNHOUSE,Condo,601 Mitchell Dr.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,3,2,0,$626
price_change,ACTIVE,2606648,"$269,990",CONDO/TOWNHOUSE,Townhouse,738 Ebb Tide Rd.,Little River,29566,04A Little River Area--South of Hwy 9,3,3,0,$342
price_change,ACTIVE,2601564,"$270,000",RESIDENTIAL,Detached,519 Tillage Ct.,Conway,29526,14A Conway Area--Northern edge of Conway South of Rt 22,3,2,0,$95
price_change,ACTIVE,2600297,"$270,000",CONDO/TOWNHOUSE,Condo,1900 Duffy St.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,2,2,0,$477
price_change,ACTIVE,2604437,"$272,990",RESIDENTIAL,Detached,491 Acosta Circle,Conway,29527,20A Conway Area--West edge of Conway between 501 & 378,3,2,0,$89
price_change,ACTIVE,2601046,"$274,000",RESIDENTIAL,Detached,528 Havasu St.,Little River,29566,04A Little River Area--South of Hwy 9,3,2,0,$122
price_change,ACTIVE,2530060,"$274,490",RESIDENTIAL,Detached,543 Acosta Circle,Conway,29527,20A Conway Area--West edge of Conway between 501 & 378,3,2,0,$89
price_change,ACTIVE,2601435,"$274,644",RESIDENTIAL,Detached,890 Owls Nest Dr.,Conway,29527,20A Conway Area--West edge of Conway between 501 & 378,3,2,0,$55
price_change,ACTIVE,2604863,"$274,900",LAND,Residential Lot,TBD Charlotte Rd.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,,,,
price_change,ACTIVE,2606088,"$274,990",RESIDENTIAL,Detached,501 Silver Pidgeon St,Aynor,29511,13A Aynor Area--North of Rt 22 & West of 410,3,2,1,$72
price_change,ACTIVE,2608474,"$275,000",RESIDENTIAL,Manufactured with Land,4623 Pleasant Run Ln.,Myrtle Beach,29588,25A Myrtle Beach Area--west of Socastee between 544 & Wacc. River,5,3,0,$0
price_change,ACTIVE,2606812,"$277,000",CONDO/TOWNHOUSE,Condo,609 Hillside Dr.,North Myrtle Beach,29582,11B North Myrtle Beach Area--Ocean Drive,2,2,0,$450
price_change,ACTIVE,2522795,"$278,000",CONDO/TOWNHOUSE,Condo,4500 S Ocean Blvd.,North Myrtle Beach,29582,11E North Myrtle Beach Area--Windy Hill,2,2,0,$600
price_change,ACTIVE,2520435,"$279,900",RESIDENTIAL,Detached,4005 Blackwolf Dr.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,3,2,1,$84
price_change,ACTIVE,2523864,"$280,000",CONDO/TOWNHOUSE,Condo,1058 Sea Mountain Hwy.,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,3,2,0,$629
price_change,ACTIVE,2603624,"$281,900",RESIDENTIAL,Detached,3058 Hollybrooke Dr.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,3,2,0,$84
price_change,ACTIVE,2607474,"$282,490",RESIDENTIAL,Detached,334 Black Gum Dr.,Conway,29527,22A Conway Area--Southwest side of Conway between 378 and 701,4,2,0,$98
price_change,ACTIVE,2411860,"$284,900",CONDO/TOWNHOUSE,Condo,821 Rebecca Ln.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,2,2,1,$300
price_change,WITHDRAWN,2607738,"$285,990",RESIDENTIAL,Detached,504 Acosta Circle,Conway,29527,20A Conway Area--West edge of Conway between 501 & 378,3,2,0,$89
price_change,ACTIVE,2607537,"$285,990",RESIDENTIAL,Detached,504 Acosta Circle,Conway,29527,20A Conway Area--West edge of Conway between 501 & 378,3,2,0,$89
price_change,ACTIVE,2600817,"$289,900",RESIDENTIAL,Detached,462 Quinta St.,Longs,29568,07A Loris to Longs Area--South of 9 between Loris & Longs,3,2,0,$100
price_change,ACTIVE,2528874,"$289,990",RESIDENTIAL,Detached,1069 Lauryn Oak Loop,Longs,29568,03B Loris to Longs Area--North of 9 between Loris & Longs,3,2,0,$95
price_change,ACTIVE,2604061,"$290,000",RESIDENTIAL,Detached,2405 Capri Court,Conway,29527,21D Conway central between 501& 9th Ave / south of 501,3,2,0,$54
price_change,ACTIVE,2604507,"$294,900",CONDO/TOWNHOUSE,Condo,9670 Shore Dr.,Myrtle Beach,29572,16B Myrtle Beach Area--Arcadian,2,2,0,$692
price_change,ACTIVE,2411862,"$294,900",CONDO/TOWNHOUSE,Condo,780 Maxine Ct.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,2,2,1,$300
price_change,ACTIVE,2317057,"$294,900",CONDO/TOWNHOUSE,Condo,850 Maxine Ct.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,2,2,1,$300
price_change,ACTIVE,2317391,"$294,900",CONDO/TOWNHOUSE,Condo,821 Rebecca Ln.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,2,2,1,$300
price_change,ACTIVE,2411859,"$294,900",CONDO/TOWNHOUSE,Condo,821 Rebecca Ln.,Myrtle Beach,29577,16G Myrtle Beach Area--Southern Limit to 10TH Ave N,2,2,1,$300
price_change,ACTIVE,2607071,"$295,000",CONDO/TOWNHOUSE,Condo,4879 Luster Leaf Circle,Myrtle Beach,29577,16D Myrtle Beach Area--48th Ave N to 79th Ave N,2,2,0,$359
price_change,ACTIVE,2607697,"$295,390",RESIDENTIAL,Detached,718 Grateful Dr.,Little River,29566,04B Little River Area--North of Hwy 9,3,2,0,$65
price_change,ACTIVE,2603289,"$295,900",CONDO/TOWNHOUSE,Townhouse,3564 Alexandria Ave.,Myrtle Beach,29577,16E Myrtle Beach Area--29th Ave N to 48th Ave N,3,2,1,$430
price_change,ACTIVE,2607471,"$296,390",RESIDENTIAL,Detached,680 Grateful Dr.,Little River,29566,04B Little River Area--North of Hwy 9,3,2,0,$65
price_change,ACTIVE,2600931,"$297,490",CONDO/TOWNHOUSE,Townhouse,1309 Pleasant View Dr,North Myrtle Beach,29582,11A North Myrtle Beach Area--Cherry Grove,3,2,1,$415
price_change,ACTIVE,2603194,"$297,900",RESIDENTIAL,Detached,1503 Harrelson Rd.,Green Sea,29545,05A Loris Area--West of Loris & South of HWY 9,3,2,0,$0
price_change,ACTIVE,2608119,"$299,900",RESIDENTIAL,Detached,4491 Stevens St.,Loris,29569,02A Loris Area--central includes city of Loris,3,2,0,$0
price_change,ACTIVE,2601816,"$299,990",RESIDENTIAL,Detached,328 Azimuth Dr,Conway,29526,18A Conway Area--North edge of Conway between 701 & 501,3,2,1,$62
price_change,ACTIVE,2604748,"$299,990",RESIDENTIAL,Detached,121 Covey Rise Dr,Aynor,29511,13A Aynor Area--North of Rt 22 & West of 410,4,3,0,$72
price_change,SOLD-CO-OP BY CCAR MEMBER,2523025,"$300,000",CONDO/TOWNHOUSE,Townhouse,730 Ebb Tide Rd.,Little River,29566,04A Little River Area--South of Hwy 9,3,3,0,$342
price_change,ACTIVE,2605924,"$302,925",RESIDENTIAL,Detached,400 Green Ash Dr.,Conway,29527,22A Conway Area--Southwest side of Conway between 378 and 701,4,2,1,$98
price_change,ACTIVE,2528201,"$303,140",RESIDENTIAL,Detached,518 Blissful Ln.,Little River,29566,04B Little River Area--North of Hwy 9,3,2,0,$65
price_change,ACTIVE,2607276,"$304,115",RESIDENTIAL,Detached,628 Anthem Ct.,Conway,29527,20A Conway Area--West edge of Conway between 501 & 378,3,2,0,$89
price_change,SOLD-INNER OFFICE,2523972,"$304,850",RESIDENTIAL,Detached,1008 Oak Meadow Dr.,Conway,29526,23A Conway Area--South of Conway between 501 & Wacc. River,3,3,0,$126
price_change,ACTIVE,2607294,"$307,000",RESIDENTIAL,Detached,4341 Landing Rd.,Little River,29566,04B Little River Area--North of Hwy 9,3,2,0,$0
price_change,ACTIVE,2503358,"$307,100",RESIDENTIAL,Detached,148 Leyland Cypress Dr,Conway,29527,18A Conway Area--North edge of Conway between 701 & 501,4,2,0,$85
price_change,ACTIVE,2603203,"$308,390",RESIDENTIAL,Detached,693 Grateful Dr.,Little River,29566,04B Little River Area--North of Hwy 9,3,2,0,$65
price_change,ACTIVE,2526465,"$309,000",RESIDENTIAL,Detached,2945 Old Railroad Rd.,Conway,29527,21D Conway central between 501& 9th Ave / south of 501,3,2,0,$0
price_change,ACTIVE,2525570,"$309,900",RESIDENTIAL,Detached,142 Wyandot Ct.,Myrtle Beach,29579,10B Myrtle Beach Area--Carolina Forest,3,2,0,$97
price_change,ACTIVE,2604093,"$309,990",RESIDENTIAL,Detached,8201 Essence Dr.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,3,2,0,$87
price_change,SOLD-INNER OFFICE,2522050,"$310,960",RESIDENTIAL,Detached,1128 Oak Meadow Dr.,Conway,29526,23A Conway Area--South of Conway between 501 & Wacc. River,3,2,1,$126
price_change,ACTIVE,2607088,"$314,500",RESIDENTIAL,Detached,2090 Little Lamb Rd.,Conway,29527,22A Conway Area--Southwest side of Conway between 378 and 701,3,1,1,$0
price_change,ACTIVE,2528199,"$314,640",RESIDENTIAL,Detached,492 Blissful Ln.,Little River,29566,04B Little River Area--North of Hwy 9,3,2,0,$65
price_change,ACTIVE,2600072,"$315,000",RESIDENTIAL,Detached with HPR,4343 Grande Harbour Blvd.,Little River,29566,04B Little River Area--North of Hwy 9,3,3,0,$296
price_change,ACTIVE,2526601,"$315,330",RESIDENTIAL,Detached,362 Acosta Circle,Conway,29527,20A Conway Area--West edge of Conway between 501 & 378,5,3,0,$89
price_change,ACTIVE,2607277,"$315,775",RESIDENTIAL,Detached,516 Acosta Circle,Conway,29527,20A Conway Area--West edge of Conway between 501 & 378,4,2,1,$89
price_change,ACTIVE,2604943,"$317,740",RESIDENTIAL,Detached,723 Grateful Dr.,Little River,29566,04B Little River Area--North of Hwy 9,3,2,0,$65
price_change,ACTIVE,2600648,"$318,900",RESIDENTIAL,Detached,1542 Regal Fern Way,Longs,29568,03B Loris to Longs Area--North of 9 between Loris & Longs,3,2,1,$95
price_change,ACTIVE,2606739,"$319,000",RESIDENTIAL,Detached,103 Timberline Dr.,Conway,29526,23A Conway Area--South of Conway between 501 & Wacc. River,3,2,0,$95
price_change,ACTIVE,2529523,"$319,840",RESIDENTIAL,Detached,305 Cheerful Way,Little River,29566,04B Little River Area--North of Hwy 9,4,2,0,$65
price_change,ACTIVE,2604305,"$319,990",RESIDENTIAL,Detached,8213 Essence Dr.,Longs,29568,10A Conway to Myrtle Beach Area--between 90 & waterway Redhill/Grande Dunes,3,2,0,$95
