category,mls_number,price,property_type,address,city,zip,bedrooms,full_baths,half_baths,hoa_monthly
withdrawn,1402892,"$47,900",Condo,1026 W Plantation Dr.,Little River,29566,2,2,0,$252
withdrawn,1019697,"$47,900",Manufactured Leased Land,27 Topsail Ln.,Garden City Beach,29576,2,2,0,
withdrawn,1002685,"$47,900",Residential Lot,lot 411 Plantation Oaks Dr.,Myrtle Beach,29579,,,,
withdrawn,910233,"$47,900",Residential Lot,Lot 69 Beaver Pond Rd.,Conway,29526,,,,
withdrawn,1102063,"$47,900",Residential Lot,#52 Muscovy Ct.,Myrtle Beach,29579,,,,
withdrawn,1201276,"$47,900",Manufactured with Land,8411 Bloomwood Dr.,Myrtle Beach,29588,4,2,0,$20
withdrawn,915969,"$48,000",Residential Lot,17b Colton Circle,Conway,29526,,,,
withdrawn,1706378,"$48,000",Acreage,8 acres off Highway 905,Longs,29568,,,,
withdrawn,1207851,"$48,000",Residential Lot,4061 Regal Dr.,Conway,29526,,,,
withdrawn,1100564,"$48,000",Condo,4438 L R I Ln.,Little River,29566,2,2,0,$210
withdrawn,1114313,"$48,000",Condo,4438 Little River Inn Ln.,Little River,29566,2,2,0,$210
withdrawn,2214369,"$48,000",Residential Lot,625 Highway 548,Conway,29527,,,,
withdrawn,1017203,"$48,000",Acreage,LOT 5 Oak St.,Conway,29526,,,,
withdrawn,1104359,"$48,000",Residential Lot,Lot C (TBD) Berkeley Ct.,Murrells Inlet,29576,,,,
withdrawn,1405660,"$48,000",Manufactured with Land,525 Summer Dr.,Conway,29526,3,2,0,$0
withdrawn,1016503,"$48,000",Residential Lot,Lot 47 Farmtrac Dr.,Galivants Ferry,29544,,,,
withdrawn,900266,"$48,000",Residential Lot,Lot 69 Ivy Glen Dr.,Conway,29526,,,,
withdrawn,1908174,"$48,000",Residential Lot,635 McCown Dr.,Conway,29526,,,,
withdrawn,1008760,"$48,000",Townhouse,601 38th Ave. N,Myrtle Beach,29577,2,1,1,$0
withdrawn,1114376,"$48,000",Condo,100 Fountain Pointe Ln.,Myrtle Beach,29579,3,2,0,$195
withdrawn,809787,"$48,000",Residential Lot,Lot 613 Not Specified,Myrtle Beach,29579,,,,
withdrawn,1412600,"$48,000",Acreage,5468 Buckhill Dr.,Myrtle Beach,29588,,,,
withdrawn,2311121,"$48,000",Residential Lot,604 Log Cabin Rd.,Loris,29569,,,,
withdrawn,1717808,"$48,247",Residential Lot,815 Waterton Ave.,Myrtle Beach,29579,,,,
withdrawn,1405839,"$48,300",Detached,3026 Raspberry Ln.,Conway,29527,3,1,0,$0
withdrawn,1718353,"$48,397",Residential Lot,1636 Portwest Dr.,Myrtle Beach,29579,,,,
withdrawn,1717837,"$48,497",Residential Lot,918 Shipmaster Ave.,Myrtle Beach,29579,,,,
withdrawn,1708057,"$48,500",Residential Lot,Lot 23 Landing Pkwy.,North Myrtle Beach,29582,,,,
withdrawn,1607907,"$48,500",Residential Lot,1417 Hunters Rest Dr.,North Myrtle Beach,29582,,,,
withdrawn,1011688,"$48,500",Manufactured Leased Land,180 Queens Rd.,Little River,29566,2,2,0,
withdrawn,1017272,"$48,500",Manufactured Leased Land,701 Parkway Dr.,North Myrtle Beach,29582,2,2,0,$364
withdrawn,1300372,"$48,500",Residential Lot,5016 Lindrick Ct.,Myrtle Beach,29579,,,,
withdrawn,1907789,"$48,500",Residential Lot,1020 Brown Dr.,Conway,29526,,,,
withdrawn,812442,"$48,500",Residential Lot,Lot 4 Burkridge West Dr.,Myrtle Beach,29588,,,,
withdrawn,812441,"$48,500",Residential Lot,Lot 13 Burkridge West Dr.,Myrtle Beach,29588,,,,
withdrawn,1414783,"$48,500",Manufactured Leased Land,1665 Moonlight Dr.,Myrtle Beach,29575,3,2,1,$330
withdrawn,812440,"$48,500",Residential Lot,Lot 20 Burkridge West Dr.,Myrtle Beach,29588,,,,
withdrawn,1004978,"$48,700",Residential Lot,Lot 53 Boone Trail,Myrtle Beach,29588,,,,
withdrawn,1724800,"$48,700",Residential Lot,4001 Blackwood Ct.,Myrtle Beach,29588,,,,
withdrawn,924177,"$48,800",Condo,455 Sunnehanna Dr.,Myrtle Beach,29588,1,1,0,
withdrawn,1202897,"$48,900",Condo,1202-D Tiffany Ln.,Myrtle Beach,29577,2,2,0,$355
withdrawn,700057,"$48,900",Residential Lot,Lot 69 Whispering Pines Ct.,Murrells Inlet,29576,,,,
withdrawn,700062,"$48,900",Residential Lot,Lot 67 Whispering Pines Ct.,Murrells Inlet,29576,,,,
withdrawn,1621674,"$48,900",Condo,1870 Auburn Ln.,Surfside Beach,29575,Efficiency,1,0,$206
withdrawn,1107825,"$48,900",Detached,1919 Kenneth St.,Conway,29526,3,1,0,$0
withdrawn,700060,"$48,900",Residential Lot,Lot 72 Whispering Pines Ct.,Murrells Inlet,29576,,,,
withdrawn,1321897,"$48,900",Residential Lot,Lot 67 Waterton Ave.,Myrtle Beach,29579,,,,
withdrawn,1905800,"$48,900",Residential Lot,175 West Palms Dr.,Myrtle Beach,29579,,,,
withdrawn,1615784,"$48,900",Manufactured Leased Land,494 Folly Estates Dr.,Myrtle Beach,29588,3,2,0,$215
withdrawn,902167,"$48,900",Commercial - Do Not Use,5190 Highway 17 Bypass,Murrells Inlet,29576,,,,
withdrawn,1111168,"$48,900",Townhouse,808 65th Ave. N,Myrtle Beach,29577,2,1,1,$50
withdrawn,1803366,"$48,900",Manufactured Leased Land,522 Keystone Ln.,Myrtle Beach,29588,2,1,0,$235
withdrawn,1814714,"$48,900",Manufactured Leased Land,7547 Lacey Dr.,Myrtle Beach,29588,3,2,0,$0
withdrawn,1303458,"$48,900",Condo,2500 N Ocean Blvd.,Myrtle Beach,29577,1,1,0,$520
withdrawn,1824585,"$48,900",Boat Slip - Sale,Slip A-15 Harbor Oaks Marina,Myrtle Beach,29588,,,,
withdrawn,1823646,"$48,900",Residential Lot,1329 Whooping Crane Dr.,Conway,29526,,,,
withdrawn,1308912,"$48,900",Residential Lot,LOT 471 Woodstork Dr.,Myrtle Beach,29577,,,,
withdrawn,1316404,"$48,900",Acreage,6190 Sweet Home Church Rd.,Myrtle Beach,29588,,,,
withdrawn,1703747,"$48,900",Residential Lot,Lot 491 Brood Ct.,Conway,29526,,,,
withdrawn,1422265,"$48,900",Condo,115 Horizon River Dr.,Myrtle Beach,29588,2,2,0,$165
withdrawn,1808024,"$48,986",Manufactured Leased Land,34 Seaway Ln.,Murrells Inlet,29576,2,1,0,$390
withdrawn,1709079,"$48,994",Residential Lot,993 Crystal Waterway Dr.,Myrtle Beach,29579,,,,
withdrawn,1512532,"$48,998",Residential Lot,Julian Ln.,Myrtle Beach,29579,,,,
withdrawn,1212578,"$49,000",Residential Lot,7854 San Marcello Dr.,Myrtle Beach,29579,,,,
withdrawn,1317281,"$49,000",Residential Lot,Lot 1 Cox Ln.,Longs,29568,,,,
withdrawn,1318289,"$49,000",Residential Lot,TBD Foxtail Dr.,Longs,29568,,,,
withdrawn,1403114,"$49,000",Condo,693 Tupelo Dr.,Longs,29568,1,1,0,$218
withdrawn,1915401,"$49,000",Residential Lot,3491 Cedar Creek Run,Little River,29566,,,,
withdrawn,1413855,"$49,000",Condo,4254 Pinehurst Circle,Little River,29566,1,1,0,$149
withdrawn,1412052,"$49,000",Manufactured with Land,909 Poinsettia Dr.,Conway,29526,2,1,0,$0
withdrawn,1109607,"$49,000",Residential Lot,LOT 18 Deep Blue Dr.,Myrtle Beach,29579,,,,
withdrawn,1501565,"$49,000",Residential Lot,2080 Summer Rose Ln.,Myrtle Beach,29579,,,,
withdrawn,1012229,"$49,000",Residential Lot,lot 196 Summerhill Dr.,Myrtle Beach,29579,,,,
withdrawn,1615315,"$49,000",Residential Lot,1053 Englemann Oak Dr.,Myrtle Beach,29579,,,,
withdrawn,1615314,"$49,000",Residential Lot,1057 Englemann Oak Dr.,Myrtle Beach,29579,,,,
withdrawn,1615313,"$49,000",Residential Lot,901 Teak Ct.,Myrtle Beach,29579,,,,
withdrawn,1615316,"$49,000",Residential Lot,905 Teak Ct.,Myrtle Beach,29579,,,,
withdrawn,1004341,"$49,000",Residential Lot,Lot 114 Eva Bay Dr.,Murrells Inlet,29576,,,,
withdrawn,910520,"$49,000",Residential Lot,401 Capua Ct.,Myrtle Beach,29588,,,,
withdrawn,1302077,"$49,000",Condo,4273 Villa Dr.,Little River,29566,2,2,0,$258
withdrawn,1113468,"$49,000",Acreage,0 Old Buck Creek Rd.,Longs,29568,,,,
withdrawn,902420,"$49,000",Residential Lot,Lot 174 Chamberlin Rd.,Myrtle Beach,29588,,,,
withdrawn,1415015,"$49,000",Commercial Lot - Sale,Lot II 6th Ave. N,Little River,29566,,,,
withdrawn,1519650,"$49,000",Commercial Lot - Sale,TBD 6th Ave. N,Little River,29566,,,,
withdrawn,1413544,"$49,000",Manufactured Leased Land,811 N 16th Ave. N,Surfside Beach,29575,2,2,0,$250
withdrawn,822647,"$49,000",Manufactured Lot,6852 Highway 1124,Loris,29569,,,,
withdrawn,1317213,"$49,000",Residential Lot,Lot 355 West Palms Dr.,Myrtle Beach,29579,,,,
withdrawn,1019688,"$49,000",Acreage,840 Brown Swamp Rd.,Conway,29527,,,,
withdrawn,1316272,"$49,000",Residential Lot,Lot 378 Turtle Cove Dr.,Myrtle Beach,29579,,,,
withdrawn,1709484,"$49,000",Residential Lot,1038 E Isle of Palms Dr.,Myrtle Beach,29579,,,,
withdrawn,1811462,"$49,000",Manufactured Leased Land,122 Kayla St.,Myrtle Beach,29577,2,2,0,$280
withdrawn,1511454,"$49,000",Residential Lot,Lot C Highway 905,Longs,29568,,,,
withdrawn,917297,"$49,000",Retail,0000 Broadway St.,Myrtle Beach,29577,,,,
withdrawn,1919982,"$49,000",Business,3001 N Kings Hwy.,Myrtle Beach,29577,,,,
withdrawn,1219062,"$49,000",Residential Lot,Lot 33 Ashland Ave.,North Myrtle Beach,29582,,,,
withdrawn,1206736,"$49,000",Townhouse,515 N 35th Ave. N,Myrtle Beach,29577,2,1,1,$0
withdrawn,1219053,"$49,000",Residential Lot,Lot 17 Ashland Ave.,North Myrtle Beach,29582,,,,
withdrawn,905319,"$49,000",Residential Lot,Lot 12 Cat Tail Bay Dr.,Conway,29527,,,,
withdrawn,1219061,"$49,000",Residential Lot,Lot 16 Ashland Ave.,North Myrtle Beach,29582,,,,
withdrawn,1219060,"$49,000",Residential Lot,Lot 13 Ashland Ave.,North Myrtle Beach,29582,,,,
withdrawn,1219063,"$49,000",Residential Lot,Lot 4 Ashland Ave.,North Myrtle Beach,29582,,,,
withdrawn,1415365,"$49,000",Acreage,0 Mount Zion Rd.,Loris,29569,,,,
withdrawn,2000364,"$49,000",Residential Lot,1003 28th Ave. S,North Myrtle Beach,29582,,,,
withdrawn,1001350,"$49,000",Condo,110 Fountain Pointe Ln.,Myrtle Beach,29579,3,2,0,$195
withdrawn,1523487,"$49,000",Retail,2876 Howard Ave.,Myrtle Beach,29577,,,,
withdrawn,1203181,"$49,000",Detached,1407 Fifth Ave.,Conway,29526,3,1,0,$0
withdrawn,1214565,"$49,000",Residential Lot,Lot 18 Erskine Dr.,Conway,29526,,,,
withdrawn,1522281,"$49,250",Acreage,W Highway 50,Little River,29566,,,,
withdrawn,1409193,"$49,400",Residential Lot,Lot 426 Henagan Ln.,Myrtle Beach,29588,,,,
withdrawn,1106797,"$49,494",Manufactured Leased Land,496 Folly Estates Dr.,Myrtle Beach,29588,3,2,0,
withdrawn,1409492,"$49,500",Residential Lot,986 Yellow Jasmine Dr.,Longs,29568,,,,
withdrawn,1516928,"$49,500",Commercial Lot - Lease,Lot 29 Harrelson Blvd.,Myrtle Beach,29577,,,,
withdrawn,1712925,"$49,500",Residential Lot,Triston Ct.,Little River,29566,,,,
withdrawn,1419655,"$49,500",Condo,1100 A Deer Creek Rd.,Surfside Beach,29575,1,1,0,$200
withdrawn,1803565,"$49,500",Residential Lot,Tract 5 Watson Ave.,Little River,29566,,,,
withdrawn,1305509,"$49,500",Residential Lot,tbd Marion Circle,Little River,29566,,,,
withdrawn,1302177,"$49,500",Residential Lot,4806 South Island Ct.,North Myrtle Beach,29582,,,,
withdrawn,919140,"$49,500",Manufactured with Land,9133 Baywood Circle,Myrtle Beach,29588,3,1,1,
withdrawn,922719,"$49,500",Residential Lot,Lot 341 Timmerman Rd.,Myrtle Beach,29588,,,,
withdrawn,1208987,"$49,500",Condo,1260 Saint George Ln.,Myrtle Beach,29588,1,1,0,$203
withdrawn,1005025,"$49,500",Residential Lot,LOT 28 Hunters Rest Dr.,North Myrtle Beach,29582,,,,
withdrawn,1605410,"$49,500",Manufactured Leased Land,5 Buccaneer St.,Murrells Inlet,29576,3,2,0,$375
withdrawn,905484,"$49,500",Manufactured Leased Land,171 Braddock Ct.,Murrells Inlet,29576,3,2,0,
withdrawn,1608343,"$49,500",Residential Lot,818 Wayne St.,North Myrtle Beach,29582,,,,
withdrawn,1822975,"$49,500",Manufactured Leased Land,1508 Scorpio Ln.,Myrtle Beach,29575,2,1,0,$352
withdrawn,1401094,"$49,500",Manufactured with Land,4504 Kingfisher St.,North Myrtle Beach,29582,3,2,0,$0
withdrawn,1114583,"$49,500",Manufactured Leased Land,1519 Festival Dr.,North Myrtle Beach,29582,2,2,0,$351
withdrawn,1105764,"$49,500",Manufactured Leased Land,992 Chasewood Ln.,Conway,29526,3,2,0,
withdrawn,1506625,"$49,500",Condo,208 N 74th Ave. N,Myrtle Beach,29572,1,1,0,$410
withdrawn,1717233,"$49,500",Boat Slip - Sale,Lightkeepers Marina,Myrtle Beach,29588,,,,
withdrawn,2226997,"$49,500",Residential Lot,6149 Cates Bay Hwy.,Conway,29527,,,,
withdrawn,1005568,"$49,500",Residential Lot,Lot 494 Chamberlin Rd.,Myrtle Beach,29588,,,,
withdrawn,2321302,"$49,500",Residential Lot,1846 Lawson Rd.,Loris,29569,,,,
withdrawn,1910196,"$49,500",Acreage,TBD Barker Rd.,Loris,29569,,,,
withdrawn,1519207,"$49,500",Commercial Lot - Sale,1820 W Highway 501 W,Aynor,29511,,,,
withdrawn,1014818,"$49,500",Condo,3931 Gladiola Ct.,Myrtle Beach,29588,1,1,0,
withdrawn,1217249,"$49,600",Residential Lot,Lot 66 Old Pointe Circle,North Myrtle Beach,29582,,,,
withdrawn,1402970,"$49,700",Condo,4450 Little River Inn Ln.,Little River,29566,1,1,0,$168
withdrawn,828886,"$49,700",Residential Lot,200 Sago Ct.,Myrtle Beach,29579,,,,
withdrawn,1013219,"$49,750",Residential Lot,1128 Justice Loop,Loris,29569,,,,
withdrawn,1725135,"$49,800",Residential Lot,2400 Silkgrass Ln.,Myrtle Beach,29579,,,,
withdrawn,1603823,"$49,800",Residential Lot,Lot 126 Beaver Pond Dr.,Conway,29526,,,,
withdrawn,1014061,"$49,800",Manufactured Leased Land,986 Southpark Dr.,Myrtle Beach,29577,3,2,0,
withdrawn,1509261,"$49,820",Manufactured with Land,9227 Baywood Circle,Myrtle Beach,29588,3,2,0,$5
withdrawn,2103327,"$49,898",Manufactured Leased Land,6 Burr Circle,Murrells Inlet,29576,2,2,0,$485
withdrawn,1718383,"$49,898",Residential Lot,1310 Hidden Harbor Rd.,Myrtle Beach,29588,,,,
withdrawn,1301584,"$49,900",Residential Lot,Lot 31 Bradford Circle,Conway,29526,,,,
withdrawn,1203878,"$49,900",Detached,6307 Doyle Ln.,Conway,29526,2,1,0,$0
withdrawn,1103372,"$49,900",Residential Lot,LOT 11 Cat Briar Ct.,Longs,29568,,,,
withdrawn,1622984,"$49,900",Residential Lot,1032 Foxtail Dr.,Longs,29568,,,,
withdrawn,1404490,"$49,900",Condo,1906 South Ocean Blvd.,Myrtle Beach,29577,Efficiency,1,0,$431
withdrawn,2123448,"$49,900",Manufactured Lot,7049 Lanes Dr.,Conway,29526,,,,
withdrawn,714753,"$49,900",Residential Lot,4083 Highway 813,Conway,29526,,,,
withdrawn,1507760,"$49,900",Residential Lot,Lot 15 Bradford Dr.,Conway,29526,,,,
withdrawn,1416482,"$49,900",Residential Lot,104 Long Bay Golf Pl.,Longs,29568,,,,
withdrawn,1109032,"$49,900",Acreage,TBD Highway 501 E,Galivants Ferry,29544,,,,
withdrawn,1111371,"$49,900",Detached,3852 Mayfield Dr.,Conway,29526,2,2,0,$10
withdrawn,1624010,"$49,900",Detached,1205-B S Ocean Blvd.,Myrtle Beach,29577,1,1,0,$416
withdrawn,2100104,"$49,900",Acreage,2.8 acres Inman Rd.,Little River,29566,,,,
withdrawn,2211686,"$49,900",Residential Lot,TBD Holly Hock Rd.,Galivants Ferry,29544,,,,
withdrawn,1107654,"$49,900",Retail,9660 N Kings Hwy.,Myrtle Beach,29572,,,,
withdrawn,1113525,"$49,900",Acreage,LOT 6 Hucks Rd.,Aynor,29511,,,,
withdrawn,1202500,"$49,900",Detached,204 Landmark Rd.,Conway,29527,3,1,0,$0
withdrawn,1903364,"$49,900",Residential Lot,TBD Adrian Hwy.,Conway,29526,,,,
withdrawn,1818666,"$49,900",Residential Lot,TBD Horry Rd.,Aynor,29511,,,,
withdrawn,1714139,"$49,900",Residential Lot,233 Mary St.,Myrtle Beach,29577,,,,
withdrawn,1206646,"$49,900",Townhouse,201 Fox Ln.,Murrells Inlet,29576,2,1,1,$0
withdrawn,1701254,"$49,900",Residential Lot,931 Henry James Dr.,Myrtle Beach,29579,,,,
withdrawn,2009150,"$49,900",Acreage,LOT B Cypress Dr.,Little River,29566,,,,
withdrawn,1108510,"$49,900",Manufactured with Land,529 Waccamaw Pines Dr.,Myrtle Beach,29579,3,2,0,$0
withdrawn,1011909,"$49,900",Condo,800 E Deer Creek Rd.,Surfside Beach,29575,2,1,0,
withdrawn,2009149,"$49,900",Acreage,Lot A Cypress Dr.,Little River,29566,,,,
withdrawn,1624583,"$49,900",Residential Lot,640 Tarrant St.,Longs,29568,,,,
withdrawn,1925456,"$49,900",Acreage,Cypress Dr.,Little River,29566,,,,
withdrawn,1618141,"$49,900",Condo,500-C Deer Creek Rd.,Myrtle Beach,29575,1,1,0,$215
withdrawn,1624582,"$49,900",Residential Lot,638 Tarrant St.,Longs,29568,,,,
withdrawn,1509250,"$49,900",Manufactured Leased Land,969 Jamestown Rd.,Conway,29526,3,2,0,$300
withdrawn,1624581,"$49,900",Residential Lot,636 Tarrant St.,Longs,29568,,,,
withdrawn,1000393,"$49,900",Residential Lot,Lot 145 Helms Way,Conway,29526,,,,
withdrawn,1107175,"$49,900",Residential Lot,Lot 14 Cypress Dr.,Little River,29566,,,,
withdrawn,1612861,"$49,900",Manufactured Leased Land,6001 S Kings Hwy.,Myrtle Beach,29575,2,1,0,$565
withdrawn,1012063,"$49,900",Residential Lot,Lot 411 Waterbridge Blvd.,Myrtle Beach,29579,,,,
withdrawn,1416619,"$49,900",Residential Lot,Lots 33&34 Dykman Circle,Little River,29566,,,,
withdrawn,2107003,"$49,900",Acreage,Lot 3&4 Missouria Ln.,Conway,29526,,,,
withdrawn,2207298,"$49,900",Residential Lot,2279 Seaford Dr.,Longs,29568,,,,
withdrawn,2319543,"$49,900",Residential Lot,TR 7 Fox Hollow Rd.,Conway,29526,,,,
withdrawn,1107173,"$49,900",Residential Lot,Lot 3 Cypress Dr.,Little River,29566,,,,
withdrawn,2024162,"$49,900",Residential Lot,613 Waterbridge Blvd.,Myrtle Beach,29579,,,,
withdrawn,1320400,"$49,900",Residential Lot,Lot 372 Fiddleway Way,Myrtle Beach,29579,,,,
withdrawn,1618240,"$49,900",Acreage,4015 Thomas Rd.,Little River,29566,,,,
withdrawn,1211750,"$49,900",Manufactured with Land,1891 Twisted Oak Dr.,Little River,29566,3,2,0,$0
withdrawn,1113168,"$49,900",Acreage,Lots Highway 472,Conway,29526,,,,
withdrawn,1406899,"$49,900",Residential Lot,655 Uniola Dr.,Myrtle Beach,29579,,,,
withdrawn,1610735,"$49,900",Residential Lot,LOT 10 WAVERLY BAY,Murrells Inlet,29576,,,,
withdrawn,1715196,"$49,900",Residential Lot,129 Charles Towne Ln.,Murrells Inlet,29576,,,,
withdrawn,1700851,"$49,900",Residential Lot,495 Trestle Way,Conway,29526,,,,
withdrawn,1210904,"$49,900",Commercial Lot - Sale,315 Sandridge Rd.,North Myrtle Beach,29582,,,,
withdrawn,1700850,"$49,900",Residential Lot,491 Trestle Way,Conway,29526,,,,
withdrawn,826414,"$49,900",Residential Lot,Lot 41 Outboard Dr.,Murrells Inlet,29576,,,,
withdrawn,911655,"$49,900",Residential Lot,LOT 3 Lees Landing,Conway,29526,,,,
withdrawn,1020108,"$49,900",Condo,3015 Old Bryan Rd.,Myrtle Beach,29577,2,2,0,$335
withdrawn,1115428,"$49,900",Commercial Lot - Sale,8037 Highway 90,Longs,29568,,,,
withdrawn,903597,"$49,900",Residential Lot,Lot 315 Bohicket Ct.,Myrtle Beach,29579,,,,
withdrawn,903601,"$49,900",Residential Lot,Lot 265 Ashboro Ct.,Myrtle Beach,29579,,,,
withdrawn,903599,"$49,900",Residential Lot,Lot 264 Ashboro Ct.,Myrtle Beach,29579,,,,
withdrawn,800259,"$49,900",Residential Lot,Lot 7 Adeline Ct.,Conway,29526,,,,
withdrawn,800257,"$49,900",Residential Lot,Lot 6 Adeline Ct.,Conway,29526,,,,
withdrawn,1215303,"$49,900",Condo,1880 Auburn Ln.,Surfside Beach,29575,1,1,1,$211
withdrawn,800177,"$49,900",Residential Lot,Lot 14 Oak St.,Conway,29526,,,,
withdrawn,800228,"$49,900",Residential Lot,Lot 11 Adeline Ct.,Conway,29526,,,,
withdrawn,800262,"$49,900",Residential Lot,Lot 8 Adeline Ct.,Conway,29526,,,,
withdrawn,800239,"$49,900",Residential Lot,Lot 3 Adeline Ct.,Conway,29526,,,,
withdrawn,1117298,"$49,900",Condo,4753 Wild Iris Dr.,Myrtle Beach,29577,1,1,0,$242
withdrawn,1825175,"$49,900",Detached,150 Busbee St.,Conway,29526,3,2,0,$0
withdrawn,1011496,"$49,900",Residential Lot,1304 Battery Park Dr.,North Myrtle Beach,29582,,,,
withdrawn,903598,"$49,900",Residential Lot,Lot 355 Bentcreek Dr.,Myrtle Beach,29579,,,,
withdrawn,1302927,"$49,900",Residential Lot,Lot B-2 Vereen Rd.,Murrells Inlet,29576,,,,
withdrawn,1503736,"$49,900",Residential Lot,Lot 171 Shipmaster Ave.,Myrtle Beach,29579,,,,
withdrawn,1112832,"$49,900",Manufactured with Land,403 Appleton Way,Myrtle Beach,29577,4,2,0,$0
withdrawn,1301894,"$49,900",Residential Lot,lot 50 Berwick Ln.,Myrtle Beach,29579,,,,
withdrawn,1700272,"$49,900",Residential Lot,4079 Girvan Dr.,Myrtle Beach,29579,,,,
withdrawn,1320553,"$49,900",Residential Lot,377 Di-Cindy Ln.,Murrells Inlet,29576,,,,
withdrawn,1517393,"$49,900",Residential Lot,329 Babylon Pine Dr.,Myrtle Beach,29579,,,,
withdrawn,1319684,"$49,900",Condo,2262 Andover Dr.,Surfside Beach,29575,1,1,0,$191
withdrawn,1311329,"$49,900",Townhouse,419 Garden Dr.,Surfside Beach,29575,2,2,1,$34
withdrawn,1016053,"$49,900",Manufactured with Land,5498 Daffodil Dr.,Conway,29527,3,2,0,$0
withdrawn,1403002,"$49,900",Residential Lot,2011 Deerfield Ave.,Surfside Beach,29575,,,,
withdrawn,2529807,"$49,900",Manufactured Leased Land,159 Crooked Island Circle,Murrells Inlet,29576,3,2,0,$0
withdrawn,1503946,"$49,900",Manufactured with Land,203 Blinkhorn Rd.,Conway,29526,3,2,0,$0
withdrawn,1208855,"$49,900",Commercial Lot - Sale,Lot 9 Thompson Rd.,Longs,29568,,,,
withdrawn,1614954,"$49,900",Manufactured Leased Land,15 Buccaneer St.,Murrells Inlet,29576,3,2,0,$375
withdrawn,2005088,"$49,900",Manufactured Lot,"Lot 3- C, D Highway 813",Conway,29526,,,,
withdrawn,1003581,"$49,900",Residential Lot,TBD Brooklane Ct.,Conway,29526,,,,
withdrawn,916198,"$49,900",Residential Lot,lot 1 Brooklane Ct.,Conway,29527,,,,
withdrawn,1210477,"$49,900",Manufactured Leased Land,1003 Durham Ct.,Murrells Inlet,29576,3,2,0,$175
withdrawn,1802998,"$49,900",Acreage,TBD A&M Lane,Conway,29526,,,,
withdrawn,901545,"$49,900",Acreage,LOT 12 Friers Bay Rd.,Loris,29569,,,,
withdrawn,1211712,"$49,900",Residential Lot,Lot 30 Bucksville Oaks,Conway,29527,,,,
withdrawn,825338,"$49,900",Residential Lot,Lot 24 Kinlaw St.,Little River,29566,,,,
withdrawn,1722328,"$49,900",Manufactured with Land,445 Summer Dr.,Conway,29526,3,2,0,$0
withdrawn,1300404,"$49,900",Residential Lot,LOT 96 Preswick Rd.,Myrtle Beach,29588,,,,
withdrawn,1010001,"$49,900",Residential Lot,TBD Honeysuckle Ln.,Myrtle Beach,29588,,,,
withdrawn,914245,"$49,900",Manufactured with Land,3573 N Point Blvd.,Little River,29566,2,2,0,
withdrawn,1202941,"$49,900",Residential Lot,9257 Little Hill Dr.,Conway,29527,,,,
withdrawn,825357,"$49,900",Residential Lot,Lot 130 Woodlyn Rd.,Loris,29569,,,,
withdrawn,1216910,"$49,900",Condo,4462 Little River Inn Ln.,Little River,29566,1,1,0,$168
withdrawn,1022382,"$49,900",Residential Lot,Lot 76 Collins Creek Landing,Murrells Inlet,29576,,,,
withdrawn,1013181,"$49,900",Manufactured Leased Land,71 Crooked Island Circle,Murrells Inlet,29576,3,2,0,
withdrawn,1301651,"$49,900",Residential Lot,Silver Peak Dr.,Conway,29526,,,,
withdrawn,1416077,"$49,900",Condo,4510 Little River Ln.,Little River,29566,1,1,0,$209
withdrawn,1318442,"$49,900",Residential Lot,Lot 24 Wahee Pl.,Conway,29527,,,,
withdrawn,1316377,"$49,900",Detached,5048 Antioch Rd.,Conway,29527,2,1,0,$0
withdrawn,1302248,"$49,900",Manufactured with Land,2005 Evelyn Dr.,Conway,29527,3,2,0,$0
withdrawn,2419634,"$49,900",Residential Lot,Tr 3 Hampton Rd.,Conway,29527,,,,
withdrawn,1310721,"$49,900",Residential Lot,TBD Applesauce Rd.,Myrtle Beach,29588,,,,
withdrawn,2325735,"$49,900",Manufactured Lot,2829 Oak St.,Conway,29526,,,,
withdrawn,1410398,"$49,900",Multi-Family Lot,Lot 10 Somerset Dr.,Myrtle Beach,29572,,,,
withdrawn,813570,"$49,900",Residential Lot,lot 72 Shadow Ct.,Longs,29568,,,,
withdrawn,1110684,"$49,900",Duplex,6206 Blynn Dr.,Myrtle Beach,29577,,,,
withdrawn,813569,"$49,900",Residential Lot,lot 73 Cotton Grass Dr.,Longs,29568,,,,
withdrawn,1110522,"$49,900",Townhouse,6212 Blynn Dr.,Myrtle Beach,29577,2,1,1,$0
withdrawn,1016245,"$49,900",Business,10768 Kings Rd.,Myrtle Beach,29572,,,,
withdrawn,804419,"$49,900",Residential Lot,Lot 7 Red Bluff Rd.,Loris,29569,,,,
withdrawn,804418,"$49,900",Residential Lot,Lot 6 Red Bluff Rd.,Loris,29569,,,,
withdrawn,804414,"$49,900",Residential Lot,Lot 4 Red Bluff Rd.,Loris,29569,,,,
withdrawn,1413484,"$49,900",Residential Lot,LOT 271 Chamberlin Dr.,Myrtle Beach,29588,,,,
withdrawn,804410,"$49,900",Residential Lot,Lot 2 Red Bluff Rd.,Loris,29569,,,,
withdrawn,804401,"$49,900",Residential Lot,Lot 1 Red Bluff Rd.,Loris,29569,,,,
withdrawn,1422289,"$49,900",Manufactured Leased Land,819 Southpark Dr.,Myrtle Beach,29577,3,2,0,$280
withdrawn,1009642,"$49,900",Acreage,TBD Bakers Chapel Rd.,Conway,29527,,,,
withdrawn,1304240,"$49,900",Residential Lot,Pinewood Rd Dogwood Ave.,Myrtle Beach,29577,,,,
