category,mls_number,price,property_type,address,city,zip,bedrooms,full_baths,half_baths,hoa_monthly
withdrawn,2312571,"$12,000",Office,4211 Carolina Exchange Dr.,Myrtle Beach,29579,,,,
withdrawn,1912878,"$12,000",Acreage,TBD Remainder Ammon Trail,Myrtle Beach,29579,,,,
withdrawn,802385,"$12,000",Commercial Lot - Lease,5340 Reaves Ferry Rd.,Conway,29526,,,,
withdrawn,1420597,"$12,000",Residential Lot,0 Shady Ln.,Conway,29526,,,,
withdrawn,2106171,"$12,000",Acreage,000 Bertie Rd.,Green Sea,29545,,,,
withdrawn,1521608,"$12,000",Condo,523 S Ocean Blvd.,North Myrtle Beach,29582,3,2,0,$142
withdrawn,1620313,"$12,000",Residential Lot,Blount St.,Conway,29527,,,,
withdrawn,918515,"$12,000",Detached,2260 Little Lamb Rd.,Conway,29527,3,2,0,
withdrawn,1301778,"$12,000",Residential Lot,TBA Heritage Rd.,Loris,29569,,,,
withdrawn,1804750,"$12,000",Residential Lot,1235 Rainbow Dr.,Loris,29569,,,,
withdrawn,1211174,"$12,000",Residential Lot,LOT 70 Blue Rock Dr.,Longs,29568,,,,
withdrawn,1211173,"$12,000",Residential Lot,LOT 69 Blue Rock Dr.,Longs,29568,,,,
withdrawn,1211172,"$12,000",Residential Lot,LOT 67 Blue Rock Dr.,Longs,29568,,,,
withdrawn,1211171,"$12,000",Residential Lot,LOT 66 Blue Rock Dr.,Longs,29568,,,,
withdrawn,1211170,"$12,000",Residential Lot,LOT 9 Blue Rock Dr.,Longs,29568,,,,
withdrawn,2007445,"$12,000",Residential Lot,TBD Floyd Page Rd.,Galivants Ferry,29544,,,,
withdrawn,1106615,"$12,000",Manufactured Lot,316 Nichols Hwy.,Aynor,29511,,,,
withdrawn,2007440,"$12,000",Residential Lot,TBD Pee Dee Hwy. S,Galivants Ferry,29544,,,,
withdrawn,2200270,"$12,000",Industrial,8390 Highway 707,Myrtle Beach,29588,,,,
withdrawn,2503530,"$12,083",Industrial,1121 3rd Ave. S,Myrtle Beach,29577,,,,
