Address,Area,City,Class,Keyword1,Keyword2,Keyword3,StatusID,SystemPrice,Type,Zip,_DisplayId,_ID,display_id,int2_3,Category
1698 Destiny Ln.,23A Conway Area--South of Conway between 501 & Wacc. River,Conway,RENTAL,1,0,0,WITHDRAWN,500,Detached,29526,2018450,2018450:0,2018450,,WITHDRAWN
TBD Highway 9 Bypass,02A Loris Area--central includes city of Loris,Loris,LAND,,,,WITHDRAWN,500,Acreage,29569,814583,814583:0,814583,,WITHDRAWN
1087 Redi Mix Rd.,04B Little River Area--North of Hwy 9,Little River,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,500,Office,29566,905355,905355:0,905355,,WITHDRAWN
1000 2nd Ave. S,11F North Myrtle Beach Area--between Hwy 17 and waterway,North Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,500,Office,29582,2108154,2108154:0,2108154,,WITHDRAWN
2411 N Oak St.,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,500,Office,29577,2315888,2315888:0,2315888,,WITHDRAWN
811 8th Ave. S,29B Surfside Beach--East of 17 and south of Surfside Drive,Surfside Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,500,Commercial - Do Not Use,29575,1114916,1114916:0,1114916,,WITHDRAWN
2411 N Oak St.,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,500,Office,29577,2315921,2315921:0,2315921,,WITHDRAWN
2411 N Oak St.,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,500,Office,29577,2126206,2126206:0,2126206,,WITHDRAWN
2325 Old Sanders Dr.,04A Little River Area--South of Hwy 9,Little River,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,500,Industrial,29566,1816077,1816077:0,1816077,,WITHDRAWN
5276 S Hwy 17 S,40A Murrells Inlet - Georgetown County,Murrells Inlet,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,500,Commercial - Do Not Use,29576,1809818,1809818:0,1809818,,WITHDRAWN
270 Crescent Dr.,47A Georgetown Area--Maryville/south of Gtown & east of 17,Georgetown,LAND,,,,WITHDRAWN,500,Boat Slip - Lease,29440,2304964,2304964:0,2304964,,WITHDRAWN
1203 Highway 501 Business,15B Conway Area--East edge of Conway north of Old Reaves Ferry Rd.,Conway,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,500,Commercial - Do Not Use,29526,1014550,1014550:0,1014550,,WITHDRAWN
1200  N Kings Hwy.,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,500,Office,29577,910557,910557:0,910557,,WITHDRAWN
291-C East Foxfire Plaza,03B Loris to Longs Area--North of 9 between Loris & Longs,Little River,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,500,Office,29566,917047,917047:0,917047,,WITHDRAWN
1200  N Kings Hwy.,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,500,Office,29577,910534,910534:0,910534,,WITHDRAWN
2411 N Oak St.,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,525,Office,29577,2315905,2315905:0,2315905,,WITHDRAWN
2411 N Oak St.,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,525,Office,29577,2315913,2315913:0,2315913,,WITHDRAWN
2411 N Oak St.,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,525,Office,29577,1726212,1726212:0,1726212,,WITHDRAWN
2411 N Oak St.,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,525,Office,29577,2421712,2421712:0,2421712,,WITHDRAWN
2411 N Oak St.,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,525,Office,29577,2416075,2416075:0,2416075,,WITHDRAWN
2411 N Oak St.,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,525,Office,29577,2410825,2410825:0,2410825,,WITHDRAWN
1297 Professional Dr.,16E Myrtle Beach Area--29th Ave N to 48th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,525,Office,29577,2125021,2125021:0,2125021,,WITHDRAWN
1297 Professional Dr.,16E Myrtle Beach Area--29th Ave N to 48th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,525,Office,29577,2021607,2021607:0,2021607,,WITHDRAWN
2411 N Oak St.,16F Myrtle Beach Area--10th Ave N to 29th Ave N,Myrtle Beach,COMMERCIAL/INDUSTRIAL,,,,WITHDRAWN,530,Office,29577,1808853,1808853:0,1808853,,WITHDRAWN
119 Beaver Creek Ct.,23A Conway Area--South of Conway between 501 & Wacc. River,Conway,RENTAL,1,1,0,WITHDRAWN,535,Detached,29526,1905872,1905872:0,1905872,,WITHDRAWN
